url,title,startdate,enddate,org,subtitle,subcontents,urlcontents
보조사업 연구학교운영,https://www.gosims.go.kr/hh/hh001/retrieveDdtlbzDetail.do?bsnsyear=2023&viewDdtlbzId=20230421000002631261&menuId=USRM_10139&pageDiv=Search&query=%EC%B6%9C%EC%82%B0&startCount=290&sort=RANK&collection=bsns&range=A&startDate=1970.01.01&endDate=2023.04.25&reQuery=2&realQuery=%EC%B6%9C%EC%82%B0&pssrp_sort=RANK&bsns_sort=BSNS_SE/ASC RANK&faq_sort=RANK&menual_sort=RANK&etc_sort=RANK&tarAll=&tarTitle=&tarContents=&registDdCnFo=1970.01.01&registDdCnTo=2023.04.25&rTotalCount=1625&mainTotalCount=30&detailTotalCount=1595&bsnsBegin=&bsnsEnd=&bsnsTerm=&bsnsSe=&backBtnText=%EC%9D%B4%EC%A0%84%EC%9C%BC%EB%A1%9C&backBtnFnc=f_go_seachWise&selectYear=2023&selSido=&selSigungu=,2023.01.01 , 2023.12.31,보건복지부>사단법인 인구와미래정책연구원>진만초등학교 2023.01.01 ~ 2023.12.31,초중고등학생  교사 등 대상 학교인구교육 지원을 통해 결혼  출산  양육 및 가족생활에 대한 합리적인 가치관 형성 지원,인구교육 연구선도학교 운영  대학 인구교육 강좌개설 지원  교사 인구교육 수업경진대회 개최 등,연구학교운영초중고등학생  교사 등 대상 학교인구교육 지원을 통해 결혼  출산  양육 및 가족생활에 대한 합리적인 가치관 형성 지원관계중심 잇다(ITDA) 인구교육 프로그램 운영을 통한 긍정적 가치관 정립(수혜대상) 학생  교사  학부모 등(수혜조건) 초중고등학생  교사  학부모 등 민간경상보조 100%
보조사업 다문화가족 방문교육서비스 지원,https://www.gosims.go.kr/hh/hh001/retrieveDdtlbzDetail.do?bsnsyear=2023&viewDdtlbzId=20230116000002490912&menuId=USRM_10139&pageDiv=Search&query=%EC%B6%9C%EC%82%B0&startCount=290&sort=RANK&collection=bsns&range=A&startDate=1970.01.01&endDate=2023.04.25&reQuery=2&realQuery=%EC%B6%9C%EC%82%B0&pssrp_sort=RANK&bsns_sort=BSNS_SE/ASC RANK&faq_sort=RANK&menual_sort=RANK&etc_sort=RANK&tarAll=&tarTitle=&tarContents=&registDdCnFo=1970.01.01&registDdCnTo=2023.04.25&rTotalCount=1625&mainTotalCount=30&detailTotalCount=1595&bsnsBegin=&bsnsEnd=&bsnsTerm=&bsnsSe=&backBtnText=%EC%9D%B4%EC%A0%84%EC%9C%BC%EB%A1%9C&backBtnFnc=f_go_seachWise&selectYear=2023&selSido=&selSigungu=,2023.01.01 , 2023.12.31,여성가족부>강원도>강원도 강릉시>강릉시가족센터 2023.01.01 ~ 2023.12.31,지리적 접근성 문제로 집합 교육에 참석하기 어려운 결혼이민자나 그 가족을 대상으로 지도사가 가정을 방문하여 한국어교육 또는 아동 양육 및 부모 역할에 관련된 교육 서비스 지원를 지원함으로서 다문화가정의 올바른 정착과 지역사회에 안정적으로 정착할 수 있도록 하기 위함.,,다문화가족 방문교육서비스 지원지리적 접근성 문제로 집합 교육에 참석하기 어려운 결혼이민자나 그 가족을 대상으로 지도사가 가정을 방문하여 한국어교육 또는 아동 양육 및 부모 역할에 관련된 교육 서비스 지원를 지원함으로서 다문화가정의 올바른 정착과 지역사회에 안정적으로 정착할 수 있도록 하기 위함.생활언어를 익히고 문화를 이해할 수 있도록 체계적 단계별 한국어교육서비스 제공 (방문 한국어 교육)언어 문화차이 등으로 자녀양육에 어려움을 겪지 않도록 결혼이민자에게 부모교육 서비스 제공 (방문 부모교육)자아 정서 사회성 발달에서 어려움을 겪지 않도록 다문화가족 자녀에게 자녀생활서비스 제공 (부모 한국어교육)(수혜대상) 방문 한국어교육서비스 : 최초 입국 5년 이하 결혼이민자  중도입국자녀방문 부모교육서비스 : 생애주기별 각 1회 지원(총 3회 지원) ① 임신･출산･영아기(임신 중~생후 12개월 이하) ② 유아기(12개월 초과~48개월 이하) ③ 아동기(48개월 초과~만 12세 이하)자녀생활서비스 : 만 3세~만 12세 이하 다문화가족 자녀･중도입국자녀- 단  초등학교에 재학 중인 아동의 경우 만 12세를 초과하여도 사업대상에 포함(수혜조건) ∙방문 한국어교육서비스 : 최초 입국 5년 이하 결혼이민자  중도입국자녀※단  입국 5년 이상이 경과한 경우라도 임신･출산･가족돌봄 등 타당한 사유가 있는 경우 지자체장과 협의하에 서비스 지원 가능※ 중도입국 자녀는 외국에서 성장 후 국내로 입국한 다문화가족 자녀로 한정함※ 방문 한국어교육서비스 신청시 센터교육중 성평등･인권교육  가정폭력 피해예방교육 이수시 우선 연계∙방문 부모교육서비스 : 생애주기별 각 1회 지원(총 3회 지원) ① 임신･출산･영아기(임신 중~생후 12개월 이하) ② 유아기(12개월 초과~48개월 이하) ③ 아동기(48개월 초과~만 12세 이하)∙자녀생활서비스 : 만 3세~만 12세 이하 다문화가족 자녀･중도입국자녀- 단  초등학교에 재학 중인 아동의 경우 만 12세를 초과하여도 사업대상에 포함※ 서비스 지원이 어렵다고 판단되는 장애아동의 경우  외부 전문기관으로 연계※ 대기자가 많은 지역의 경우  만 5세 이상 우선 지원※ 위 연령을 초과하더라도 초등학교 재학 중인 다문화가족 자녀･중도입국자녀도 지원 가능※ 중도입국자녀는 자녀생활서비스 와 한국어교육서비스 중 1개 서비스만 제공 가능
보조사업 2023학년도 대학인구교육 강좌개설 지원 사업,https://www.gosims.go.kr/hh/hh001/retrieveDdtlbzDetail.do?bsnsyear=2023&viewDdtlbzId=20230420000002630651&menuId=USRM_10139&pageDiv=Search&query=%EC%B6%9C%EC%82%B0&startCount=290&sort=RANK&collection=bsns&range=A&startDate=1970.01.01&endDate=2023.04.25&reQuery=2&realQuery=%EC%B6%9C%EC%82%B0&pssrp_sort=RANK&bsns_sort=BSNS_SE/ASC RANK&faq_sort=RANK&menual_sort=RANK&etc_sort=RANK&tarAll=&tarTitle=&tarContents=&registDdCnFo=1970.01.01&registDdCnTo=2023.04.25&rTotalCount=1625&mainTotalCount=30&detailTotalCount=1595&bsnsBegin=&bsnsEnd=&bsnsTerm=&bsnsSe=&backBtnText=%EC%9D%B4%EC%A0%84%EC%9C%BC%EB%A1%9C&backBtnFnc=f_go_seachWise&selectYear=2023&selSido=&selSigungu=,2023.03.15 , 2023.12.31,보건복지부>사단법인 인구와미래정책연구원>세명대학교 산학협력단 2023.03.15 ~ 2023.12.31,우리나라는 저출산·고령화 사회에 접어들었고  이러한 상황은 향후 사회 전반에 막대한 영향을 줄 것으로 예측됨에 따라 미래 세대에게 올바른 인구 현상 및 인구문제 관련 지식  기능  태도를 고루 갖출 수 있도록 교육하는 것이 필요하다. 이를 위해 본 사업은 인구교육의 주요 영역을 1) 인구 2) 인간 존중...,,2023학년도 대학인구교육 강좌개설 지원 사업우리나라는 저출산·고령화 사회에 접어들었고  이러한 상황은 향후 사회 전반에 막대한 영향을 줄 것으로 예측됨에 따라 미래 세대에게 올바른 인구 현상 및 인구문제 관련 지식  기능  태도를 고루 갖출 수 있도록 교육하는 것이 필요하다. 이를 위해 본 사업은 인구교육의 주요 영역을 1) 인구 2) 인간 존중 3) 가족 4) 복지 5) 교수·학습으로 영역별 강의 주제를 선정하였다. 또한 긍정적 인구 가치관 형성을 위해 인구 관련 기본 개념  저출산·고령화 사회의 특성  인구변화에 대한 개인적·사회적 대응  인구교육 교수·학습 방법 등과 관련된 내용으로 구성한다.* 추진비전 및 목적◦ 인구 현상의 특성상 경직성으로 인해 단시간 내에 문제를 해결하는데 한계가 존재하므로 학교 교육을 통한 인구교육에 대한 장기적인 노력과 대책을 마련하고자 함◦ 저출산‧고령화 문제는 현재의 초·중·고등학교 학생이 겪게 될 미래의 문제이므로 이에 대한 이해를 하고 준비를 도울 수 있는 교육을 실시하는 것이 요구됨◦ 저출산․고령화 대비라는 국가적 과제를 교육적 콘텐츠로 구성한 인구교육 교과목을 통해 우리나라에서 인구교육 필요성 인식의 확산에 기여하고자 함* 강좌명 : 미래 세대를 위한 인구교육* 강좌 목표◦ 저출산·고령화 사회의 도래를 유발한 주요 인구학적 원인을 제시할 수 있고  저출산·고령화에 따른 다양한 사회적 변화 및 문제의 발생과정을 체계적으로 설명할 수 있음◦ 기존 중등학교 및 대학교 인구교육 수업을 살펴보고  이를 보다 발전시키기 위한 다양한 인구교육 내용  창의적인 교수-학습 방법을 제시할 수 있음* 추진전략 및 방법◦ 강의를 위주로 진행하되  외부 전문가 강연  세미나  간담회  컴퓨터 활용 실습  수업 지도안 작성 및 시연(발표)을 포함하고자 함◦ 예비교사에게 필요한 디지털 리터러시 역량을 높이기 위해 온·오프라인 강의를 병행하여 다양한 교수·학습 방법을 운영하고자 함* 강좌 운영 개요◦ 개설 학기 : 2023학년도 1학기  2학기◦ 수강 인원 : 60명◦ 수강 학년 : 1~4학년◦ 수강 학과 : 전 학과◦ 강좌 형태 : 블랜디드 러닝(온라인 50%+오프라인 50%)* 개설강좌 강의계획◦ 본 강좌는 인구교육의 주요 영역을 1) 인구  2) 인간 존중  3) 가족  4) 복지  5) 인구 교육의 실제 사례를 바탕으로 한 교수·학습 방법으로 영역별 강의 주제를 선정하고자 함◦ 전공과 관계없이 전 학년의 모든 학생이 인구교육과 관련된 소양을 함양할 수 있도록 교과를 개설·운영하여 인구교육 활성화를 위한 생태계를 조성하고자 함◦ 보건복지부의 기발간된 대학 인구교재를 주교재로 하고  추가 자료는 참여 교수진에서 자체 제작하여 제공하고  본 강좌의 참여 교수진이 함께 강좌 진행 방향에 대한 논의를 거쳐 뚜렷한 방향성을 가지고 진행하고자 함* 추진 일정◦ 2022학년도 1학기  2학기 진행◦ 총 15주  2학점  블랜디드 러닝 운영(온라인 50%+오프라인 50%)◦ 2022년 본 사업 운영 방식(전문가 운영협의회  전문가 특강  자문회의  세미나  간담회 등)을 유지하되 운영 횟수를 늘려 전문가 및 학생과의 소통 기회를 확대하고자 함* 자체평가 계획 : 설문조사  강의평가 등◦ 보건복지부 운영지원단에서 제공하는 공통 설문 문항을 활용하여 교육 효과성을 측정하고자 함◦ 개강 및 종강 시 수강생 대상 사전·사후 설문조사를 통한 만족도 조사  교육과정의 유용도 등 설문 및 평가에 적극 협조할 것임* 대학의 기존 인구교육 관련 사업과의 연계성 및 차별성◦ 본 사업은 2022년에 본교에서 첫 진행된 인구교육 관련 사례로서 본교 학생을 비롯한 대학 구성원에게 인구교육에 대한 이해도 및 인식을 제고할 수 있는 좋은 계기가 됨◦ 본 사업을 통해 기존 진행되고 있는 인구교육 관련 타대학 사례를 적극 참고하고 반영함으로써 본 사업 발전에 이바지하고  보다 다양하고 창의적인 교수-학습 방법을 고안함으로써 인구교육의 활성화에 기여하고자 노력할 것임* 기대 성과◦ 본 사업을 통해 인구교육 교과목을 세명대학교에 지속적으로 개설함으로써 인구교육의 학문적 발전을 도모할 수 있고  ‘블랜디드 러닝’을 통해 학생들과 온·오프라인 소통의 장을 다양하게 마련함◦ 본 사업을 통해 인구교육 교과목 운영뿐만 아니라 인구교육 관련 행사 개최  온라인 콘텐츠 개발 등 다양한 방법을 통해 구체적인 실천 행동과 바람직한 가치관 형성에 긍정적 영향을 미칠 수 있고  특히 인구교육의 중요성을 인식할 필요성이 있는 예비교사를 포함한 대학생들에게 체계적·효율적 인구교육을 진행할 수 있음해당 사업에 참여하는 연구 인력  강의 참여 학생
보조사업 2023년 다문화가족 특성화사업,https://www.gosims.go.kr/hh/hh001/retrieveDdtlbzDetail.do?bsnsyear=2023&viewDdtlbzId=20230116000002486626&menuId=USRM_10139&pageDiv=Search&query=%EC%B6%9C%EC%82%B0&startCount=300&sort=RANK&collection=bsns&range=A&startDate=1970.01.01&endDate=2023.04.25&reQuery=2&realQuery=%EC%B6%9C%EC%82%B0&pssrp_sort=RANK&bsns_sort=BSNS_SE/ASC RANK&faq_sort=RANK&menual_sort=RANK&etc_sort=RANK&tarAll=&tarTitle=&tarContents=&registDdCnFo=1970.01.01&registDdCnTo=2023.04.25&rTotalCount=1625&mainTotalCount=30&detailTotalCount=1595&bsnsBegin=&bsnsEnd=&bsnsTerm=&bsnsSe=&backBtnText=%EC%9D%B4%EC%A0%84%EC%9C%BC%EB%A1%9C&backBtnFnc=f_go_seachWise&selectYear=2023&selSido=&selSigungu=,2023.01.01 , 2023.12.31,여성가족부>충청북도>충청북도 영동군>영동군가족센터 2023.01.01 ~ 2023.12.31,- 센터와의 거리가 멀고 교통이 불편하며  출산‧양육 등의 사유로 센터 집합교육에 참석하기 어려운 결혼이민자를 대상으로 지도사가 대상 가정에 방문하여 한국어 교육 서비스 시행 및 올바른 자녀 양육 방법과 정서적인 지지를 위한 부모교육 서비스 및 자녀들의 학습‧ 심리적인 지원을 위한 자녀생활서비스 운영 ...,,2023년 다문화가족 특성화사업- 센터와의 거리가 멀고 교통이 불편하며  출산‧양육 등의 사유로 센터 집합교육에 참석하기 어려운 결혼이민자를 대상으로 지도사가 대상 가정에 방문하여 한국어 교육 서비스 시행 및 올바른 자녀 양육 방법과 정서적인 지지를 위한 부모교육 서비스 및 자녀들의 학습‧ 심리적인 지원을 위한 자녀생활서비스 운영- 다문화가족의 다양하고 복잡한 문제해결 및 정서적 안정  자립역량 강화 등 대상자별 맞춤형 종합서비스 제공- 다문화가정의 문화·언어차이 갈등과 오해에 관련한 문제 해결 및 결혼이민자가 바른 정보 습득을 통해 지역사회에 안정적인 정착 및 건강한 가족관계 성장에 도움을 위한 통·번역서비스 및 정보제공 지원- 다문화가족 자녀의 언어 능력 향상을 위한 평가도구를 사용하여 자녀의 언어발달 수준을 평가하고 결과에 따른 1:1 교육 및 부모상담 진행- 결혼이민자들을 대상으로 한국어 능력 향상과 지역사회 적응을 위한 교육 및 체험 프로그램 운영방문교육  사례관리  통‧번역  언어발달  결혼이민자 역량강화지원사업 프로그램 진행다문화가정
보조사업 2023년도 다문화가족 특성화사업,https://www.gosims.go.kr/hh/hh001/retrieveDdtlbzDetail.do?bsnsyear=2023&viewDdtlbzId=20230113000002483459&menuId=USRM_10139&pageDiv=Search&query=%EC%B6%9C%EC%82%B0&startCount=300&sort=RANK&collection=bsns&range=A&startDate=1970.01.01&endDate=2023.04.25&reQuery=2&realQuery=%EC%B6%9C%EC%82%B0&pssrp_sort=RANK&bsns_sort=BSNS_SE/ASC RANK&faq_sort=RANK&menual_sort=RANK&etc_sort=RANK&tarAll=&tarTitle=&tarContents=&registDdCnFo=1970.01.01&registDdCnTo=2023.04.25&rTotalCount=1625&mainTotalCount=30&detailTotalCount=1595&bsnsBegin=&bsnsEnd=&bsnsTerm=&bsnsSe=&backBtnText=%EC%9D%B4%EC%A0%84%EC%9C%BC%EB%A1%9C&backBtnFnc=f_go_seachWise&selectYear=2023&selSido=&selSigungu=,2023.01.01 , 2023.12.31,여성가족부>경상남도>경상남도 의령군>의령군가족센터 2023.01.01 ~ 2023.12.31,- 다문화가족을 대상으로 방문교육사업  자녀언어발달지원  통번역지원을 통해 안정적인 한국생활 정착에 기여함,,2023년도 다문화가족 특성화사업- 다문화가족을 대상으로 방문교육사업  자녀언어발달지원  통번역지원을 통해 안정적인 한국생활 정착에 기여함-다문화가족 방문교육사업 : 센터를 방문하기 어려운 다문화가족을 대상으로 한국어교육  부모교육  자녀생활서비스 제공-다문화가족 자녀 언어발달지원사업 : 언어발달 교육이 필요한 자녀와 부모 대상 교육 및 상담서비스를 제공-결혼이민자 통번역지원서비스 사업 : 입국 초기 결혼이민자의 초기 정착단계에서 경험하는 의사소통 문제해결을 위해 통번역 서비스 지원(수혜대상) 다문화가족 및 자녀  결혼이민자(수혜조건) -방문교육서비스:부모(임산출산영아기  유아기  아동기 생애주기별 각 1회지원):자녀(만3세~만 12세 이하 다문화자녀 및 중도입국 자녀)-언어발달서비스: 언어평가 및 언어교육이 필요한 다문화가족 자녀(만 12세 이하)-통번역지원사업: 다문화가족 및 다문화가족을 직 간접적으로 지원하는 개인 또는 기관
보조사업 연구학교운영,https://www.gosims.go.kr/hh/hh001/retrieveDdtlbzDetail.do?bsnsyear=2023&viewDdtlbzId=20230420000002630288&menuId=USRM_10139&pageDiv=Search&query=%EC%B6%9C%EC%82%B0&startCount=300&sort=RANK&collection=bsns&range=A&startDate=1970.01.01&endDate=2023.04.25&reQuery=2&realQuery=%EC%B6%9C%EC%82%B0&pssrp_sort=RANK&bsns_sort=BSNS_SE/ASC RANK&faq_sort=RANK&menual_sort=RANK&etc_sort=RANK&tarAll=&tarTitle=&tarContents=&registDdCnFo=1970.01.01&registDdCnTo=2023.04.25&rTotalCount=1625&mainTotalCount=30&detailTotalCount=1595&bsnsBegin=&bsnsEnd=&bsnsTerm=&bsnsSe=&backBtnText=%EC%9D%B4%EC%A0%84%EC%9C%BC%EB%A1%9C&backBtnFnc=f_go_seachWise&selectYear=2023&selSido=&selSigungu=,2023.01.01 , 2023.12.31,보건복지부>사단법인 인구와미래정책연구원>서울불광초등학교 2023.01.01 ~ 2023.12.31,초중고등학생  교사 등 대상 학교인구교육 지원을 통해 결혼  출산  양육 및 가족생활에 대한 합리적인 가치관 형성 지원,인구교육 연구선도학교 운영  대학 인구교육 강좌개설 지원  교사 인구교육 수업경진대회 개최 등,연구학교운영초중고등학생  교사 등 대상 학교인구교육 지원을 통해 결혼  출산  양육 및 가족생활에 대한 합리적인 가치관 형성 지원교육과정과 연계한 학교인구교육 활성화 방안(수혜대상) 초중고등학생  교사  학부모 등(수혜조건) 초중고등학생  교사  학부모 등 민간경상보조 100%
보조사업 (한국IT)새일여성인턴,https://www.gosims.go.kr/hh/hh001/retrieveDdtlbzDetail.do?bsnsyear=2023&viewDdtlbzId=20230206000002536313&menuId=USRM_10139&pageDiv=Search&query=%EC%B6%9C%EC%82%B0&startCount=300&sort=RANK&collection=bsns&range=A&startDate=1970.01.01&endDate=2023.04.25&reQuery=2&realQuery=%EC%B6%9C%EC%82%B0&pssrp_sort=RANK&bsns_sort=BSNS_SE/ASC RANK&faq_sort=RANK&menual_sort=RANK&etc_sort=RANK&tarAll=&tarTitle=&tarContents=&registDdCnFo=1970.01.01&registDdCnTo=2023.04.25&rTotalCount=1625&mainTotalCount=30&detailTotalCount=1595&bsnsBegin=&bsnsEnd=&bsnsTerm=&bsnsSe=&backBtnText=%EC%9D%B4%EC%A0%84%EC%9C%BC%EB%A1%9C&backBtnFnc=f_go_seachWise&selectYear=2023&selSido=&selSigungu=,2023.01.01 , 2023.12.31,여성가족부>서울특별시>재단법인 한국IT교육재단 2023.01.01 ~ 2023.12.31,- 혼인・임신・출산・육아 등으로 경력이 단절된 여성에게 취업상담  직업교육훈련  인턴십 및 취업 후 사후관리 등 종합적인 취업지원 서비스를 One Stop으로 제공하여 여성의 경제활동 참여율 제고 - [경력 단절 여성등의 경제 활동 촉진법] 제 13조 제 1항에 의거하여 여성가족부  고용노동부  서...,,(한국IT)새일여성인턴- 혼인･임신･출산･육아 등으로 경력이 단절된 여성에게 취업상담  직업교육훈련  인턴십 및 취업 후 사후관리 등 종합적인 취업지원 서비스를 One󰠏Stop으로 제공하여 여성의 경제활동 참여율 제고- [경력 단절 여성등의 경제 활동 촉진법] 제 13조 제 1항에 의거하여 여성가족부  고용노동부  서울특별시가 지정하고 한국IT교육재단이 위탁 운영하는 여성직업전문훈련기관.- 육아/가사 등으로 경력이 단절된 여성을 대상으로 직업상담  구인/구직 관리  직업교육  인턴십  취창업지원  취업 후 사후관리 등을 종합적으로 지원- IT분야 직업교육훈련 : 기업의 수요를 반영한 IT분야 여성유망직종 전문기술 교육훈련 프로그램을 제공. 포토샵  일러스트레이션  프로그래밍  콘텐츠 등 수준별 교육 과정을 통해 다양한 취업분야로의 진출을 지원- 여성 취업 경력개발 : 1:1 개별상담을 통해 구직여성의 경력과 적성을 바탕으로 진로 설정에 도움을 줌. 경력  교육경험  적성 등에 따라 전담 취업설계사의 맞춤형 취업알선 또한 진행하며 취업자 방문 사후관리 서비스  워킹맘 자녀 소통데이 프로그램 서비스 등을 지원- 기업지원 서비스 : 경력단절여성을 채용한 기업체 또는 채용을 약정한 기업체로서 새일센터가 여성친화적 일터를 조성  취업자의 고용유지를 위한 협약 등을 체결한 업체를 말함 (정부가 인증하는 '여성(가족)친화기업'과는 별개의 개념임)- 재직여성지원 : 경력개발상담  직장맘 고민상담  직장내 학습동아리  취업자 축하데이 등. 여성근로자의 지속적인 경력개발의 방향을 잡아주고 경력달절예방을 위한 역량강화  스스로 자신의 경력 상황을 점검하고 그에 맞는 가이드라인 준비- 새일여성인턴 : 장기간 직장으로부터 이탈된 경력단절여성이 인턴 근무 경험을 통해 자신감과 현장적응력을 높이고 취업 후 직장에 적응할 수 있도록 지원(수혜대상) 만15세~34세 청년(6개월 이상의 장기 실직  6개월 이내 졸업예정자)취업 의사가 분명하고 훈련에 적극적으로 참여하고자 하는 여성(취약계층 우선 선발)(수혜조건) 여성취업희망자.
보조사업 공립어린이집 확충,https://www.gosims.go.kr/hh/hh001/retrieveDdtlbzDetail.do?bsnsyear=2023&viewDdtlbzId=20230116000002485455&menuId=USRM_10139&pageDiv=Search&query=%EC%B6%9C%EC%82%B0&startCount=300&sort=RANK&collection=bsns&range=A&startDate=1970.01.01&endDate=2023.04.25&reQuery=2&realQuery=%EC%B6%9C%EC%82%B0&pssrp_sort=RANK&bsns_sort=BSNS_SE/ASC RANK&faq_sort=RANK&menual_sort=RANK&etc_sort=RANK&tarAll=&tarTitle=&tarContents=&registDdCnFo=1970.01.01&registDdCnTo=2023.04.25&rTotalCount=1625&mainTotalCount=30&detailTotalCount=1595&bsnsBegin=&bsnsEnd=&bsnsTerm=&bsnsSe=&backBtnText=%EC%9D%B4%EC%A0%84%EC%9C%BC%EB%A1%9C&backBtnFnc=f_go_seachWise&selectYear=2023&selSido=&selSigungu=,2023.01.01 , 2027.12.31,보건복지부>부산광역시>부산광역시 부산진구 2023.01.01 ~ 2027.12.31,저출산 시대에 아이 낳고 키우기 좋은 보육 여건 조성 및 학부모들의 일 가정 양립지원을 위한 공립어린이집 확충,공동주택 내 의무설치  국공립 전환  장기임차 전환 등 국공립어린이집 리모델링 공사,공립어린이집 확충저출산 시대에 아이 낳고 키우기 좋은 보육 여건 조성 및 학부모들의 일 가정 양립지원을 위한 공립어린이집 확충보육시설  화장실  조리실 등 리모델링교구장  책상  교재교구 등 구입(수혜대상) 어린이집 원아(수혜조건) 500세대이상 공동주택 내 의무설치민간 및 가정어린이집 국공립 전환장기임차 전환 등
보조사업 연구학교운영,https://www.gosims.go.kr/hh/hh001/retrieveDdtlbzDetail.do?bsnsyear=2023&viewDdtlbzId=20230419000002629765&menuId=USRM_10139&pageDiv=Search&query=%EC%B6%9C%EC%82%B0&startCount=300&sort=RANK&collection=bsns&range=A&startDate=1970.01.01&endDate=2023.04.25&reQuery=2&realQuery=%EC%B6%9C%EC%82%B0&pssrp_sort=RANK&bsns_sort=BSNS_SE/ASC RANK&faq_sort=RANK&menual_sort=RANK&etc_sort=RANK&tarAll=&tarTitle=&tarContents=&registDdCnFo=1970.01.01&registDdCnTo=2023.04.25&rTotalCount=1625&mainTotalCount=30&detailTotalCount=1595&bsnsBegin=&bsnsEnd=&bsnsTerm=&bsnsSe=&backBtnText=%EC%9D%B4%EC%A0%84%EC%9C%BC%EB%A1%9C&backBtnFnc=f_go_seachWise&selectYear=2023&selSido=&selSigungu=,2023.01.01 , 2023.12.31,보건복지부>사단법인 인구와미래정책연구원>벽방초등학교 2023.01.01 ~ 2023.12.31,초중고등학생  교사 등 대상 학교인구교육 지원을 통해 결혼  출산  양육 및 가족생활에 대한 합리적인 가치관 형성 지원,인구교육 연구선도학교 운영  대학 인구교육 강좌개설 지원  교사 인구교육 수업경진대회 개최 등,연구학교운영초중고등학생  교사 등 대상 학교인구교육 지원을 통해 결혼  출산  양육 및 가족생활에 대한 합리적인 가치관 형성 지원인구교육 선도학교운영(수혜대상) 초등학생(수혜조건) 초중고등학생  교사  학부모 등 민간경상보조 100%
보조사업 연구학교운영,https://www.gosims.go.kr/hh/hh001/retrieveDdtlbzDetail.do?bsnsyear=2023&viewDdtlbzId=20230419000002629317&menuId=USRM_10139&pageDiv=Search&query=%EC%B6%9C%EC%82%B0&startCount=300&sort=RANK&collection=bsns&range=A&startDate=1970.01.01&endDate=2023.04.25&reQuery=2&realQuery=%EC%B6%9C%EC%82%B0&pssrp_sort=RANK&bsns_sort=BSNS_SE/ASC RANK&faq_sort=RANK&menual_sort=RANK&etc_sort=RANK&tarAll=&tarTitle=&tarContents=&registDdCnFo=1970.01.01&registDdCnTo=2023.04.25&rTotalCount=1625&mainTotalCount=30&detailTotalCount=1595&bsnsBegin=&bsnsEnd=&bsnsTerm=&bsnsSe=&backBtnText=%EC%9D%B4%EC%A0%84%EC%9C%BC%EB%A1%9C&backBtnFnc=f_go_seachWise&selectYear=2023&selSido=&selSigungu=,2023.01.01 , 2023.12.31,보건복지부>사단법인 인구와미래정책연구원>진광고등학교 2023.01.01 ~ 2023.12.31,초중고등학생  교사 등 대상 학교인구교육 지원을 통해 결혼  출산  양육 및 가족생활에 대한 합리적인 가치관 형성 지원,인구교육 연구선도학교 운영  대학 인구교육 강좌개설 지원  교사 인구교육 수업경진대회 개최 등,연구학교운영초중고등학생  교사 등 대상 학교인구교육 지원을 통해 결혼  출산  양육 및 가족생활에 대한 합리적인 가치관 형성 지원인구교육선도학교운영(수혜대상) 전교생(수혜조건) 초중고등학생  교사  학부모 등 민간경상보조 100%
보조사업 연구학교운영,https://www.gosims.go.kr/hh/hh001/retrieveDdtlbzDetail.do?bsnsyear=2023&viewDdtlbzId=20230419000002629199&menuId=USRM_10139&pageDiv=Search&query=%EC%B6%9C%EC%82%B0&startCount=300&sort=RANK&collection=bsns&range=A&startDate=1970.01.01&endDate=2023.04.25&reQuery=2&realQuery=%EC%B6%9C%EC%82%B0&pssrp_sort=RANK&bsns_sort=BSNS_SE/ASC RANK&faq_sort=RANK&menual_sort=RANK&etc_sort=RANK&tarAll=&tarTitle=&tarContents=&registDdCnFo=1970.01.01&registDdCnTo=2023.04.25&rTotalCount=1625&mainTotalCount=30&detailTotalCount=1595&bsnsBegin=&bsnsEnd=&bsnsTerm=&bsnsSe=&backBtnText=%EC%9D%B4%EC%A0%84%EC%9C%BC%EB%A1%9C&backBtnFnc=f_go_seachWise&selectYear=2023&selSido=&selSigungu=,2023.01.01 , 2023.12.31,보건복지부>사단법인 인구와미래정책연구원>송정중앙초등학교 2023.01.01 ~ 2023.12.31,초중고등학생  교사 등 대상 학교인구교육 지원을 통해 결혼  출산  양육 및 가족생활에 대한 합리적인 가치관 형성 지원,인구교육 연구선도학교 운영  대학 인구교육 강좌개설 지원  교사 인구교육 수업경진대회 개최 등,연구학교운영초중고등학생  교사 등 대상 학교인구교육 지원을 통해 결혼  출산  양육 및 가족생활에 대한 합리적인 가치관 형성 지원인구교육 연구(수혜대상) 초등학교 교사 학부모(수혜조건) 초중고등학생  교사  학부모 등 민간경상보조 100%
