url,title,startdate,enddate,org,subtitle,subcontents,urlcontents
보조사업 첫만남 이용권 지원사업,https://www.gosims.go.kr/hh/hh001/retrieveDdtlbzDetail.do?bsnsyear=2022&viewDdtlbzId=20220106000001329288&menuId=USRM_10139&pageDiv=Search&query=%EC%B6%9C%EC%82%B0&startCount=740&sort=RANK&collection=bsns&range=A&startDate=1970.01.01&endDate=2023.04.25&reQuery=2&realQuery=%EC%B6%9C%EC%82%B0&pssrp_sort=RANK&bsns_sort=BSNS_SE/ASC RANK&faq_sort=RANK&menual_sort=RANK&etc_sort=RANK&tarAll=&tarTitle=&tarContents=&registDdCnFo=1970.01.01&registDdCnTo=2023.04.25&rTotalCount=2376&mainTotalCount=62&detailTotalCount=2314&bsnsBegin=&bsnsEnd=&bsnsTerm=&bsnsSe=&backBtnText=%EC%9D%B4%EC%A0%84%EC%9C%BC%EB%A1%9C&backBtnFnc=f_go_seachWise&selectYear=2022&selSido=&selSigungu=,2022.01.01 , 2026.12.31,보건복지부>경상남도>경상남도 함안군 2022.01.01 ~ 2026.12.31,아동 양육에 따른 경제적 부담 경감과 출생지역  순위등에 상관없이 사회·국가 차원의 보편적 지원으로 출산장려,2022년 지원 : 264명,첫만남 이용권 지원사업아동 양육에 따른 경제적 부담 경감과 출생지역  순위등에 상관없이 사회·국가 차원의 보편적 지원으로 출산장려'22년 1월 1일 이후 출생아로 출생신고 된 영유아에 대해 출생아당 200만원 바우처 지급(국민행복카드)(수혜대상) 2022. 1. 1. 이후 출생아로서 출생신고 된 영유아(수혜조건) 출생아당 200만 원 일시금 바우처 지급(국민행복카드)
보조사업 안산시 22년 임산부꾸러미 지원사업,https://www.gosims.go.kr/hh/hh001/retrieveDdtlbzDetail.do?bsnsyear=2022&viewDdtlbzId=20220412000002124458&menuId=USRM_10139&pageDiv=Search&query=%EC%B6%9C%EC%82%B0&startCount=740&sort=RANK&collection=bsns&range=A&startDate=1970.01.01&endDate=2023.04.25&reQuery=2&realQuery=%EC%B6%9C%EC%82%B0&pssrp_sort=RANK&bsns_sort=BSNS_SE/ASC RANK&faq_sort=RANK&menual_sort=RANK&etc_sort=RANK&tarAll=&tarTitle=&tarContents=&registDdCnFo=1970.01.01&registDdCnTo=2023.04.25&rTotalCount=2376&mainTotalCount=62&detailTotalCount=2314&bsnsBegin=&bsnsEnd=&bsnsTerm=&bsnsSe=&backBtnText=%EC%9D%B4%EC%A0%84%EC%9C%BC%EB%A1%9C&backBtnFnc=f_go_seachWise&selectYear=2022&selSido=&selSigungu=,2022.01.01 , 2022.12.31,농림축산식품부>경기도>경기도 안산시>두레소비자생활협동조합연합회 2022.01.01 ~ 2022.12.31,미래세대의 건강을 위해 임산부에게 친환경농산물을 공급하여 국민건강  환경보전  지역경제 활성화 등 사회적 가치를 구현하기 위함,,안산시 22년 임산부꾸러미 지원사업미래세대의 건강을 위해 임산부에게 친환경농산물을 공급하여 국민건강  환경보전  지역경제 활성화 등 사회적 가치를 구현하기 위함신청일 현재 임신 중이거나 21년 이후 출산한 산모에게 친환경농산물을 꾸러미형태로 월1회 이상 공급함.1년간 48만원의 꾸러미 중 80%는 보조금으로 지원  20%는자부담 결제로 이용할 수 있음.친환경농산물의 공급으로 국내 친환경농업의 생산기반을 지키고 확산시키며  안전한 농산물의 공급으로 임산부와 영유아의건강과 환경을 보존할 수 있음.신청일 현재 임신 중이거나 21년 이후 출산한 산모
보조사업 새일센터 지정운영,https://www.gosims.go.kr/hh/hh001/retrieveDdtlbzDetail.do?bsnsyear=2022&viewDdtlbzId=20220121000001431763&menuId=USRM_10139&pageDiv=Search&query=%EC%B6%9C%EC%82%B0&startCount=740&sort=RANK&collection=bsns&range=A&startDate=1970.01.01&endDate=2023.04.25&reQuery=2&realQuery=%EC%B6%9C%EC%82%B0&pssrp_sort=RANK&bsns_sort=BSNS_SE/ASC RANK&faq_sort=RANK&menual_sort=RANK&etc_sort=RANK&tarAll=&tarTitle=&tarContents=&registDdCnFo=1970.01.01&registDdCnTo=2023.04.25&rTotalCount=2376&mainTotalCount=62&detailTotalCount=2314&bsnsBegin=&bsnsEnd=&bsnsTerm=&bsnsSe=&backBtnText=%EC%9D%B4%EC%A0%84%EC%9C%BC%EB%A1%9C&backBtnFnc=f_go_seachWise&selectYear=2022&selSido=&selSigungu=,2022.01.01 , 2022.12.31,여성가족부>광주광역시>광주북구여성인력개발센터 2022.01.01 ~ 2022.12.31,혼인  임신  출산  육아 등으로 경력이 단절된 여성에게 취업상담  직업교육훈련  인턴십 및 취업 후 사후관리 등 종합적인 취업지원 서비스를 One-Stop으로 제공하여 여성의 경제활동 참여율 제고,,새일센터 지정운영혼인  임신  출산  육아 등으로 경력이 단절된 여성에게 취업상담  직업교육훈련  인턴십 및 취업 후 사후관리 등 종합적인 취업지원 서비스를 One-Stop으로제공하여 여성의 경제활동 참여율 제고-새일여성인턴제-취업설계사 인건비-사업관리비등-성과운영비-경력단절예방사업(수혜대상) 경력단절여성  기업체(수혜조건) 조건없음
보조사업 국가예방접종사업,https://www.gosims.go.kr/hh/hh001/retrieveDdtlbzDetail.do?bsnsyear=2022&viewDdtlbzId=20211231000001271671&menuId=USRM_10139&pageDiv=Search&query=%EC%B6%9C%EC%82%B0&startCount=750&sort=RANK&collection=bsns&range=A&startDate=1970.01.01&endDate=2023.04.25&reQuery=2&realQuery=%EC%B6%9C%EC%82%B0&pssrp_sort=RANK&bsns_sort=BSNS_SE/ASC RANK&faq_sort=RANK&menual_sort=RANK&etc_sort=RANK&tarAll=&tarTitle=&tarContents=&registDdCnFo=1970.01.01&registDdCnTo=2023.04.25&rTotalCount=2376&mainTotalCount=62&detailTotalCount=2314&bsnsBegin=&bsnsEnd=&bsnsTerm=&bsnsSe=&backBtnText=%EC%9D%B4%EC%A0%84%EC%9C%BC%EB%A1%9C&backBtnFnc=f_go_seachWise&selectYear=2022&selSido=&selSigungu=,2022.01.01 , 2026.12.31,보건복지부>경기도>경기도 동두천시 2022.01.01 ~ 2026.12.31,국가가 예방접종 비용을 부담함으로써 육아 및 가계부담을 경감하여 출산 장려에 기여하고  예방접종률 향상을 통해 예방접종대상 감염병 퇴치기반 강화,연간 약 27 000명 접종,국가예방접종사업국가가 예방접종 비용을 부담함으로써 육아 및 가계부담을 경감하여 출산 장려에 기여하고  예방접종률 향상을 통해 예방접종대상 감염병 퇴치기반 강화- 어린이 예방접종- 어린이집·유치원생 및 초등학생 인플루엔자 예방접종- 성인 예방접종- B형 주산기 감염예방사업- 임신부 인플루엔자 예방접종(수혜대상) 만12세 이하 어린이만13세 어린이임신부만65세 이상 어르신 등(수혜조건) 연령 기준
보조사업 2022년 시간제보육,https://www.gosims.go.kr/hh/hh001/retrieveDdtlbzDetail.do?bsnsyear=2022&viewDdtlbzId=20220121000001430401&menuId=USRM_10139&pageDiv=Search&query=%EC%B6%9C%EC%82%B0&startCount=750&sort=RANK&collection=bsns&range=A&startDate=1970.01.01&endDate=2023.04.25&reQuery=2&realQuery=%EC%B6%9C%EC%82%B0&pssrp_sort=RANK&bsns_sort=BSNS_SE/ASC RANK&faq_sort=RANK&menual_sort=RANK&etc_sort=RANK&tarAll=&tarTitle=&tarContents=&registDdCnFo=1970.01.01&registDdCnTo=2023.04.25&rTotalCount=2376&mainTotalCount=62&detailTotalCount=2314&bsnsBegin=&bsnsEnd=&bsnsTerm=&bsnsSe=&backBtnText=%EC%9D%B4%EC%A0%84%EC%9C%BC%EB%A1%9C&backBtnFnc=f_go_seachWise&selectYear=2022&selSido=&selSigungu=,2022.01.01 , 2022.12.31,보건복지부>부산광역시>부산광역시 수영구>부산 수영구육아종합지원센터 2022.01.01 ~ 2022.12.31,∙ 영아를 보육하는 가정의 형태에 다양성이 존재하며  사회적 변화 및 맞벌이 가정 증가 등으로 양육에 대한 부담 및 스트레스로 인한 저출산이 고질적인 사회적 문제가 되고 있음. 이와 같은 사회적 문제를 해결하기 위해서는 양육자가 원할 시 자유롭게 양육에 대한 도움을 받을 수 있고  질 높은 양육 정보...,,2022년 시간제보육∙ 영아를 보육하는 가정의 형태에 다양성이 존재하며  사회적 변화 및 맞벌이 가정 증가 등으로 양육에 대한 부담 및 스트레스로 인한 저출산이 고질적인 사회적 문제가 되고 있음. 이와 같은 사회적 문제를 해결하기 위해서는 양육자가 원할 시 자유롭게 양육에 대한 도움을 받을 수 있고  질 높은 양육 정보 제공 및 보육서비스를 통해 실수요자 중심의 맞춤형 보육서비스 제공이 필요함∙ 자녀를 양육하며 일어날 수 있는 다양한 형태의 보육서비스 요구에 따라 긴급 또는 일시적 보육이 필요한 영유아를 대상으로 시간제 보육을 실시하여 가정 양육 가구의 양육 부담을 경감하고  양육자의 스트레스 완화를 통해 보다 질 높은 가정 양육의 기회를 제공하고자 함2022년 시간제 보육 사업 운영(수혜대상) 6~36개월 미만의 영유아(수혜조건) 영아수당 또는 양육수당 대상자
보조사업 2022년 용산구 아이돌봄지원사업,https://www.gosims.go.kr/hh/hh001/retrieveDdtlbzDetail.do?bsnsyear=2022&viewDdtlbzId=20220121000001429525&menuId=USRM_10139&pageDiv=Search&query=%EC%B6%9C%EC%82%B0&startCount=750&sort=RANK&collection=bsns&range=A&startDate=1970.01.01&endDate=2023.04.25&reQuery=2&realQuery=%EC%B6%9C%EC%82%B0&pssrp_sort=RANK&bsns_sort=BSNS_SE/ASC RANK&faq_sort=RANK&menual_sort=RANK&etc_sort=RANK&tarAll=&tarTitle=&tarContents=&registDdCnFo=1970.01.01&registDdCnTo=2023.04.25&rTotalCount=2376&mainTotalCount=62&detailTotalCount=2314&bsnsBegin=&bsnsEnd=&bsnsTerm=&bsnsSe=&backBtnText=%EC%9D%B4%EC%A0%84%EC%9C%BC%EB%A1%9C&backBtnFnc=f_go_seachWise&selectYear=2022&selSido=&selSigungu=,2022.01.01 , 2022.12.31,여성가족부>서울특별시>서울특별시 용산구>상명대학교산학협력단>용산구가족센터(아이돌봄) 2022.01.01 ~ 2022.12.31,부모의 맞벌이 등의 사유로 양육공백이 발생한 가정의 만 12세 이하 아동을 대상으로 아이돌보미가 찾아가는 돌봄 서비스를 제공하여 부모의 양육부담을 경감하고 저출산 해소에 기여,,2022년 용산구 아이돌봄지원사업부모의 맞벌이 등의 사유로 양육공백이 발생한 가정의 만 12세 이하 아동을 대상으로 아이돌보미가 찾아가는 돌봄 서비스를 제공하여 부모의 양육부담을 경감하고 저출산 해소에 기여가정의 아이돌봄을 지원하여 아이의 복지증진 및 보호자의 일･가정 양립을 통한 가족구성원의 삶의 질 향상과 양육친화적인 사회환경 조성(아이돌봄 지원법 제1조) -부모의 출장  야근 또는 아동의 질병 등으로 발생하는 일시적인 양육공백에 따른 돌봄 수요에 탄력적으로 대응하여 시설보육의 사각지대를 보완 -자녀의 안전과 건강한 양육을 위해 1:1 개별보육을 선호하는 취업부모에게 가정 내 2세 이하 영아 돌봄 서비스를 제공가정의 아이돌봄을 지원하여 아이의 복지증진 및 보호자의 일･가정 양립을 통한 가족구성원의 삶의 질 향상과 양육친화적인 사회환경 조성(아이돌봄 지원법 제1조) -부모의 출장  야근 또는 아동의 질병 등으로 발생하는 일시적인 양육공백에 따른 돌봄 수요에 탄력적으로 대응하여 시설보육의 사각지대를 보완 -자녀의 안전과 건강한 양육을 위해 1:1 개별보육을 선호하는 취업부모에게 가정 내 2세 이하 영아 돌봄 서비스를 제공
보조사업 2022년 용산구 아이돌봄지원사업,https://www.gosims.go.kr/hh/hh001/retrieveDdtlbzDetail.do?bsnsyear=2022&viewDdtlbzId=20220120000001425570&menuId=USRM_10139&pageDiv=Search&query=%EC%B6%9C%EC%82%B0&startCount=750&sort=RANK&collection=bsns&range=A&startDate=1970.01.01&endDate=2023.04.25&reQuery=2&realQuery=%EC%B6%9C%EC%82%B0&pssrp_sort=RANK&bsns_sort=BSNS_SE/ASC RANK&faq_sort=RANK&menual_sort=RANK&etc_sort=RANK&tarAll=&tarTitle=&tarContents=&registDdCnFo=1970.01.01&registDdCnTo=2023.04.25&rTotalCount=2376&mainTotalCount=62&detailTotalCount=2314&bsnsBegin=&bsnsEnd=&bsnsTerm=&bsnsSe=&backBtnText=%EC%9D%B4%EC%A0%84%EC%9C%BC%EB%A1%9C&backBtnFnc=f_go_seachWise&selectYear=2022&selSido=&selSigungu=,2022.01.01 , 2022.12.31,여성가족부>서울특별시>서울특별시 용산구>상명대학교산학협력단 2022.01.01 ~ 2022.12.31,부모의 맞벌이 등의 사유로 양육공백이 발생한 가정의 만 12세 이하 아동을 대상으로 아이돌보미가 찾아가는 돌봄 서비스를 제공하여 부모의 양육부담을 경감하고 저출산 해소에 기여,,2022년 용산구 아이돌봄지원사업부모의 맞벌이 등의 사유로 양육공백이 발생한 가정의 만 12세 이하 아동을 대상으로 아이돌보미가 찾아가는 돌봄 서비스를 제공하여 부모의 양육부담을 경감하고 저출산 해소에 기여가정의 아이돌봄을 지원하여 아이의 복지증진 및 보호자의 일･가정 양립을 통한 가족구성원의 삶의 질 향상과 양육친화적인 사회환경 조성(아이돌봄 지원법 제1조) -부모의 출장  야근 또는 아동의 질병 등으로 발생하는 일시적인 양육공백에 따른 돌봄 수요에 탄력적으로 대응하여 시설보육의 사각지대를 보완 -자녀의 안전과 건강한 양육을 위해 1:1 개별보육을 선호하는 취업부모에게 가정 내 2세 이하 영아 돌봄 서비스를 제공(수혜대상) 가정의 아이돌봄을 지원하여 아이의 복지증진 및 보호자의 일･가정 양립을 통한 가족구성원의 삶의 질 향상과 양육친화적인 사회환경 조성(아이돌봄 지원법 제1조) -부모의 출장  야근 또는 아동의 질병 등으로 발생하는 일시적인 양육공백에 따른 돌봄 수요에 탄력적으로 대응하여 시설보육의 사각지대를 보완 -자녀의 안전과 건강한 양육을 위해 1:1 개별보육을 선호하는 취업부모에게 가정 내 2세 이하 영아 돌봄 서비스를 제공(수혜조건) 아이돌보미
보조사업 경력단절여성 집단상담프로그램 운영 위탁사업,https://www.gosims.go.kr/hh/hh001/retrieveDdtlbzDetail.do?bsnsyear=2022&viewDdtlbzId=20220126000001443552&menuId=USRM_10139&pageDiv=Search&query=%EC%B6%9C%EC%82%B0&startCount=750&sort=RANK&collection=bsns&range=A&startDate=1970.01.01&endDate=2023.04.25&reQuery=2&realQuery=%EC%B6%9C%EC%82%B0&pssrp_sort=RANK&bsns_sort=BSNS_SE/ASC RANK&faq_sort=RANK&menual_sort=RANK&etc_sort=RANK&tarAll=&tarTitle=&tarContents=&registDdCnFo=1970.01.01&registDdCnTo=2023.04.25&rTotalCount=2376&mainTotalCount=62&detailTotalCount=2314&bsnsBegin=&bsnsEnd=&bsnsTerm=&bsnsSe=&backBtnText=%EC%9D%B4%EC%A0%84%EC%9C%BC%EB%A1%9C&backBtnFnc=f_go_seachWise&selectYear=2022&selSido=&selSigungu=,2022.01.01 , 2022.12.31,고용노동부>제니엘푸른꿈일자리재단 2022.01.01 ~ 2022.12.31,○ 여성 구직자의 취업의지 고취를 통한 경제활동 참여 촉진 - 결혼·출산·육아로 인한 경력단절 여성의 자신에 대한 이해  자존감 향상  생애설계 등을 통해 취업동기를 강화하고 취업의지를 고취시켜 경제활동 참여 촉진 - 구직기술 향상 및 합리적인 의사결정 능력 및 자기표현법 증진 ...,,경력단절여성 집단상담프로그램 운영 위탁사업○ 여성 구직자의 취업의지 고취를 통한 경제활동 참여 촉진- 결혼·출산·육아로 인한 경력단절 여성의 자신에 대한 이해  자존감 향상  생애설계 등을 통해 취업동기를 강화하고 취업의지를 고취시켜 경제활동 참여 촉진- 구직기술 향상 및 합리적인 의사결정 능력 및 자기표현법 증진- 재취업을 원하는 경력단절여성의 성공적인 노동시장 진입을 위한 직업세계 및 노동시장의 이해를 높임○ 장·단기 취업계획을 통한 생애설계 수립- 참가 여성의 취업 준비도에 따라 취업 정보제공 및 직업교육훈련정보를 제공하여 개인별 맞춤 인생 로드맵을 작성할 수 있도록 함- 연령에 따른 인생 재설계 및 경력 설계를 통한 경제활동기간 수립○ 아산지역 여성 취업지원을 위한 Hub 역할- 아산고용복지플러스센터 내 취업서비스기관과 연계하여 다양한 취업지원 제공- 아산평생학습관의 교육기관과 연계하여 교육이 필요한 참여자에게 지원서비스를 제공 자신의 흥미에 맞는 일자리 교육을 통해 취업 후 재이탈 방지에도움을 주고자 함- 내일 배움카드 및 국민취업지원제도와 연계하여 교육 및 취업활동에 적극적으로 참여하도록 유도- 여성새로일하기센터 온라인 취업지원서비스 꿈날개(무료)를 활용하여 다양한 구직활동에 지원○ 고용 활성화 및 중소기업의 인력난 해소- 취업상담사 및 유관기관과 협조하여 새일센터 직업교육훈련  인턴사업  창업지원과정 또는 고용센터의 취업지원서비스 등을 참여자에게 안내하고 연계- 즉시 취업이 가능한 참여자는 적합한 구인처에 지원하도록 하여 재취업의 기회를 제공하고 또한 지역 내 고용활성화 및 중소기업의 인력난 해소에 도움을주고자 함○ 사후관리 사업을 통해 구직기술 및 다양한 분야의 취업가능성에 대해 인지하여 자신의 미래를 설계하도록 함○ 취업 후 재이탈 방지를 위해 지속적인 관심과 기업체 담당자와 유기적인 관계 및 취업자의 사례관리를 통한 사후관리 서비스 제공1. 사 업 명 : 경력단절여성 집단상담 운영 및 취업알선 사 업 비 : 82 322천원(기금 고용노동부) 사업대상 : 경력단절여성 중 취업을 희망하는 여성 사업기간 : 2022년 1월 ∼ 12월 사업내용 : 경력단절여성 및 취업에 어려움이 있는 여성들의 취업의식 고취 및 구직기술 향상 등 취업을 위한 예비교육과정으로 직업진로지도와취업알선이 병행 지원되는 종합적인 취업지원서비스 제공프로그램 운영 내용 : 가. 심리적 자립지원과 일과 삶에 대한 의지 고취 및 구직기술향상 취업지 원프로그램(새일스타트과정)-4회기 50명(4일 *5시간= 총20시간교육) 나. 재취업 준비 및 직장적응 취업지원프로그램(새일플러스과정)-16회기 150명(3일*4시간=총12시간교육)2.사후관리 사업가. 구직자 사후관리: 취업특강- 집단 수료자 및 센터 구직자를 대상으로 취업의 기술  취업관련 서비스 제공- 연2회 진행하며 회기당 20명으로 수혜자 40명나. 구인구직만남의 날- 집단 수료자 및 센터 구직자 중 대상으로 행사진행- 연 4회 진행(수혜대상) 경력단절여성등의 경제활동촉진법 제 2조에 따라 임신.출산. 유아와 가족 구성원의 돌봄 등을 이유로 경제활동을 중단하였거나 경제활동을 한 적이 없는 여성중에서 취업을 희망하는 여성새일지침과 중복수혜자에 따른 교육생 선발새일센터 구직자 및 집단상담 참여자(수혜조건) 조건없음
보조사업 행복주택출자,https://www.gosims.go.kr/hh/hh001/retrieveDdtlbzDetail.do?bsnsyear=2022&viewDdtlbzId=20221227000002388616&menuId=USRM_10139&pageDiv=Search&query=%EC%B6%9C%EC%82%B0&startCount=750&sort=RANK&collection=bsns&range=A&startDate=1970.01.01&endDate=2023.04.25&reQuery=2&realQuery=%EC%B6%9C%EC%82%B0&pssrp_sort=RANK&bsns_sort=BSNS_SE/ASC RANK&faq_sort=RANK&menual_sort=RANK&etc_sort=RANK&tarAll=&tarTitle=&tarContents=&registDdCnFo=1970.01.01&registDdCnTo=2023.04.25&rTotalCount=2376&mainTotalCount=62&detailTotalCount=2314&bsnsBegin=&bsnsEnd=&bsnsTerm=&bsnsSe=&backBtnText=%EC%9D%B4%EC%A0%84%EC%9C%BC%EB%A1%9C&backBtnFnc=f_go_seachWise&selectYear=2022&selSido=&selSigungu=,2005.01.01 , 2025.12.31,국토교통부>부산광역시 2005.01.01 ~ 2025.12.31,젊은 세대 주거문제 해결  신혼부부용 임대주택 공급으로 출산환경 조성,,행복주택출자젊은 세대 주거문제 해결  신혼부부용 임대주택 공급으로 출산환경 조성부산형 행복주택 공급(수혜대상) 일반형 : 젊은계층(대학생  청년  신혼부부) 80% / 주거급여수급자  고령자 20%산업단지형 : 젊은계층  산단근로자 90% / 고령자 10%(수혜조건) 행복주택 입주기준 총족(기본자격  소득조건)
보조사업 구로구 22년 임산부꾸러미지원사업,https://www.gosims.go.kr/hh/hh001/retrieveDdtlbzDetail.do?bsnsyear=2022&viewDdtlbzId=20220412000002125167&menuId=USRM_10139&pageDiv=Search&query=%EC%B6%9C%EC%82%B0&startCount=750&sort=RANK&collection=bsns&range=A&startDate=1970.01.01&endDate=2023.04.25&reQuery=2&realQuery=%EC%B6%9C%EC%82%B0&pssrp_sort=RANK&bsns_sort=BSNS_SE/ASC RANK&faq_sort=RANK&menual_sort=RANK&etc_sort=RANK&tarAll=&tarTitle=&tarContents=&registDdCnFo=1970.01.01&registDdCnTo=2023.04.25&rTotalCount=2376&mainTotalCount=62&detailTotalCount=2314&bsnsBegin=&bsnsEnd=&bsnsTerm=&bsnsSe=&backBtnText=%EC%9D%B4%EC%A0%84%EC%9C%BC%EB%A1%9C&backBtnFnc=f_go_seachWise&selectYear=2022&selSido=&selSigungu=,2022.03.02 , 2022.12.31,농림축산식품부>서울특별시>서울특별시 구로구>두레소비자생활협동조합연합회 2022.03.02 ~ 2022.12.31,미래세대의 건강을 위해 임산부에게 친환경농산물을 공급하여 국민건강  환경보전  지역경제 활성화 등 사회적 가치를 구현하기 위함,,구로구 22년 임산부꾸러미지원사업미래세대의 건강을 위해 임산부에게 친환경농산물을 공급하여 국민건강  환경보전  지역경제 활성화 등 사회적 가치를 구현하기 위함신청일 현재 임신 중이거나 21년 이후 출산한 산모에게 친환경농산물을 꾸러미형태로 월1회 이상 공급함.1년간 48만원의 꾸러미 중 80%는 보조금으로 지원  20%는자부담 결제로 이용할 수 있음.친환경농산물의 공급으로 국내 친환경농업의 생산기반을 지키고 확산시키며  안전한 농산물의 공급으로 임산부와 영유아의건강과 환경을 보존할 수 있음.신청일 현재 임신 중이거나 21년 이후 출산한 산모
보조사업 고위험 임산부 의료비 지원,https://www.gosims.go.kr/hh/hh001/retrieveDdtlbzDetail.do?bsnsyear=2022&viewDdtlbzId=20211221000001224954&menuId=USRM_10139&pageDiv=Search&query=%EC%B6%9C%EC%82%B0&startCount=750&sort=RANK&collection=bsns&range=A&startDate=1970.01.01&endDate=2023.04.25&reQuery=2&realQuery=%EC%B6%9C%EC%82%B0&pssrp_sort=RANK&bsns_sort=BSNS_SE/ASC RANK&faq_sort=RANK&menual_sort=RANK&etc_sort=RANK&tarAll=&tarTitle=&tarContents=&registDdCnFo=1970.01.01&registDdCnTo=2023.04.25&rTotalCount=2376&mainTotalCount=62&detailTotalCount=2314&bsnsBegin=&bsnsEnd=&bsnsTerm=&bsnsSe=&backBtnText=%EC%9D%B4%EC%A0%84%EC%9C%BC%EB%A1%9C&backBtnFnc=f_go_seachWise&selectYear=2022&selSido=&selSigungu=,2022.01.01 , 2026.12.31,보건복지부>경상남도>경상남도 양산시 2022.01.01 ~ 2026.12.31,고위험 임산부의 안정적인 출산 도모,고위험 임산부 의료비 지원,고위험 임산부 의료비 지원고위험 임산부의 안정적인 출산 도모고위험 임산부 의료비 지원- 기준중위소득 180%이하 임산부 1인당 3백만원 한도내 의료비 지원(수혜대상) 고위험 임산부(수혜조건) 기준중위소득 180%이하
보조사업 첫만남이용권 지원사업,https://www.gosims.go.kr/hh/hh001/retrieveDdtlbzDetail.do?bsnsyear=2022&viewDdtlbzId=20220111000001370077&menuId=USRM_10139&pageDiv=Search&query=%EC%B6%9C%EC%82%B0&startCount=750&sort=RANK&collection=bsns&range=A&startDate=1970.01.01&endDate=2023.04.25&reQuery=2&realQuery=%EC%B6%9C%EC%82%B0&pssrp_sort=RANK&bsns_sort=BSNS_SE/ASC RANK&faq_sort=RANK&menual_sort=RANK&etc_sort=RANK&tarAll=&tarTitle=&tarContents=&registDdCnFo=1970.01.01&registDdCnTo=2023.04.25&rTotalCount=2376&mainTotalCount=62&detailTotalCount=2314&bsnsBegin=&bsnsEnd=&bsnsTerm=&bsnsSe=&backBtnText=%EC%9D%B4%EC%A0%84%EC%9C%BC%EB%A1%9C&backBtnFnc=f_go_seachWise&selectYear=2022&selSido=&selSigungu=,2022.01.01 , 2026.12.31,보건복지부>충청북도>충청북도 진천군 2022.01.01 ~ 2026.12.31,○ 관내 출산가정에 첫만남이용권 지급으로 경제적 부담 경감○ 출산 친화적 사회분위기 조성,사업비: 1 060백만원(국74%  도8%  군18%)규모 : 530명,첫만남이용권 지원사업○ 관내 출산가정에 첫만남이용권 지급으로 경제적 부담 경감○ 출산 친화적 사회분위기 조성출생아 1인 200만원 상당의 바우처 지급(수혜대상) 22년 1월 1일 이후 출생아(수혜조건) 주민등록 신고된 22년 1월 1일 이후 출생아
보조사업 임산부의 날 및 임산부 배려 캠페인,https://www.gosims.go.kr/hh/hh001/retrieveDdtlbzDetail.do?bsnsyear=2022&viewDdtlbzId=20220415000002131140&menuId=USRM_10139&pageDiv=Search&query=%EC%B6%9C%EC%82%B0&startCount=750&sort=RANK&collection=bsns&range=A&startDate=1970.01.01&endDate=2023.04.25&reQuery=2&realQuery=%EC%B6%9C%EC%82%B0&pssrp_sort=RANK&bsns_sort=BSNS_SE/ASC RANK&faq_sort=RANK&menual_sort=RANK&etc_sort=RANK&tarAll=&tarTitle=&tarContents=&registDdCnFo=1970.01.01&registDdCnTo=2023.04.25&rTotalCount=2376&mainTotalCount=62&detailTotalCount=2314&bsnsBegin=&bsnsEnd=&bsnsTerm=&bsnsSe=&backBtnText=%EC%9D%B4%EC%A0%84%EC%9C%BC%EB%A1%9C&backBtnFnc=f_go_seachWise&selectYear=2022&selSido=&selSigungu=,2022.03.01 , 2022.12.31,보건복지부>인구보건복지협회 2022.03.01 ~ 2022.12.31,- 임산부의 날 행사 및 임산부배려 대국민 캠페인을 통하여 임신ㆍ출산 친화적인 환경 조성을 위한 사회의 참여 분위기 확산,,임산부의 날 및 임산부 배려 캠페인- 임산부의 날 행사 및 임산부배려 대국민 캠페인을 통하여 임신ㆍ출산 친화적인 환경 조성을 위한 사회의 참여 분위기 확산- 제17회 임산부의 날 기념행사- 온오프라인 연계 연중 임산부배려 캠페인(수혜대상) 임산부 및 전국민(수혜조건) 조건없음
보조사업 국가예방접종실시,https://www.gosims.go.kr/hh/hh001/retrieveDdtlbzDetail.do?bsnsyear=2022&viewDdtlbzId=20211229000001266637&menuId=USRM_10139&pageDiv=Search&query=%EC%B6%9C%EC%82%B0&startCount=760&sort=RANK&collection=bsns&range=A&startDate=1970.01.01&endDate=2023.04.25&reQuery=2&realQuery=%EC%B6%9C%EC%82%B0&pssrp_sort=RANK&bsns_sort=BSNS_SE/ASC RANK&faq_sort=RANK&menual_sort=RANK&etc_sort=RANK&tarAll=&tarTitle=&tarContents=&registDdCnFo=1970.01.01&registDdCnTo=2023.04.25&rTotalCount=2376&mainTotalCount=62&detailTotalCount=2314&bsnsBegin=&bsnsEnd=&bsnsTerm=&bsnsSe=&backBtnText=%EC%9D%B4%EC%A0%84%EC%9C%BC%EB%A1%9C&backBtnFnc=f_go_seachWise&selectYear=2022&selSido=&selSigungu=,2022.01.01 , 2026.12.31,보건복지부>광주광역시>광주광역시 서구 2022.01.01 ~ 2026.12.31,국가가 예방접종 비용을 부담함으로써 육아 및 가계부담을 경감하여 출산 장려에 기여하고 예방 접종률 향상을 통해 예방접종대상 감염병 퇴치기반 강화,영유아 및 성인 예방접종,국가예방접종실시국가가 예방접종 비용을 부담함으로써 육아 및 가계부담을 경감하여 출산 장려에 기여하고 예방 접종률 향상을 통해 예방접종대상 감염병 퇴치기반 강화- 관내 의료기관과 예방접종업무 위탁계약 체결 후 비용상환 관리- 보건소 방문자 예방접종 실시 (취약계층인플루엔자접종  노인폐렴 등)- 국가예방접종 백신 수급 관리(수혜대상) 영유아 및 성인 예방접종(수혜조건) - 관내 의료기관과 예방접종업무 위탁계약 체결 후 비용상환 관리- 보건소 방문자 예방접종 실시 (취약계층인플루엔자접종  노인폐렴 등)- 국가예방접종 백신 수급 관리
