url,title,startdate,enddate,org,subtitle,subcontents
내역사업 사회인구교육 지원,"https://www.gosims.go.kr/hh/hh001/retrieveDtlbzDetail.do?bsnsyear=2021&viewDtlbzId=201307525330300C0011&menuId=USRM_10139&pageDiv=Search&query=%EC%B6%9C%EC%82%B0&startCount=10&sort=RANK&collection=bsns&range=A&startDate=1970.01.01&endDate=2023.04.19&reQuery=2&realQuery=%EC%B6%9C%EC%82%B0&pssrp_sort=RANK&bsns_sort=BSNS_SE/ASC,RANK&faq_sort=RANK&menual_sort=RANK&etc_sort=RANK&tarAll=&tarTitle=&tarContents=&registDdCnFo=1970.01.01&registDdCnTo=2023.04.19&rTotalCount=3037&mainTotalCount=58&detailTotalCount=2979&bsnsBegin=&bsnsEnd=&bsnsTerm=&bsnsSe=&backBtnText=%EC%9D%B4%EC%A0%84%EC%9C%BC%EB%A1%9C&backBtnFnc=f_go_seachWise&selectYear=2021&selSido=&selSigungu=",2021.01.01 , 2021.12.31,보건복지부 2021.01.01 ~ 2021.12.31,"군장병, 지역주민 등 일반국민 대상 사회인구교육을 통해 결혼, 출산, 양육 및 가족생활에 대한 합리적인 가치관 형성 지원","군,공공기관, 직장인, 신혼(예비)부부, 노인, 종교인 등 다양한 계층을 대상으로 찾아가는 인구교육 등 추진"
내역사업 고령화 대비 자립지원 지자체 기반구축,"https://www.gosims.go.kr/hh/hh001/retrieveDtlbzDetail.do?bsnsyear=2021&viewDtlbzId=201307525370300C0008&menuId=USRM_10139&pageDiv=Search&query=%EC%B6%9C%EC%82%B0&startCount=10&sort=RANK&collection=bsns&range=A&startDate=1970.01.01&endDate=2023.04.19&reQuery=2&realQuery=%EC%B6%9C%EC%82%B0&pssrp_sort=RANK&bsns_sort=BSNS_SE/ASC,RANK&faq_sort=RANK&menual_sort=RANK&etc_sort=RANK&tarAll=&tarTitle=&tarContents=&registDdCnFo=1970.01.01&registDdCnTo=2023.04.19&rTotalCount=3037&mainTotalCount=58&detailTotalCount=2979&bsnsBegin=&bsnsEnd=&bsnsTerm=&bsnsSe=&backBtnText=%EC%9D%B4%EC%A0%84%EC%9C%BC%EB%A1%9C&backBtnFnc=f_go_seachWise&selectYear=2021&selSido=&selSigungu=",2021.01.01 , 2021.12.31,보건복지부 2021.01.01 ~ 2021.12.31,노후준비서비스를 희망하는 전국민을 대상으로 노후준비교육 등을 실시하여 고령사회에 선제적으로 대응,"국민의 노후준비 지원을 위하여 재무·건강·여가·대인관계 분야별로 진단, 상담, 교육 등 서비스 제공"
내역사업 임산부 친환경농산물 지원 사업,"https://www.gosims.go.kr/hh/hh001/retrieveDtlbzDetail.do?bsnsyear=2021&viewDtlbzId=202008922730306A0003&menuId=USRM_10139&pageDiv=Search&query=%EC%B6%9C%EC%82%B0&startCount=10&sort=RANK&collection=bsns&range=A&startDate=1970.01.01&endDate=2023.04.19&reQuery=2&realQuery=%EC%B6%9C%EC%82%B0&pssrp_sort=RANK&bsns_sort=BSNS_SE/ASC,RANK&faq_sort=RANK&menual_sort=RANK&etc_sort=RANK&tarAll=&tarTitle=&tarContents=&registDdCnFo=1970.01.01&registDdCnTo=2023.04.19&rTotalCount=3037&mainTotalCount=58&detailTotalCount=2979&bsnsBegin=&bsnsEnd=&bsnsTerm=&bsnsSe=&backBtnText=%EC%9D%B4%EC%A0%84%EC%9C%BC%EB%A1%9C&backBtnFnc=f_go_seachWise&selectYear=2021&selSido=&selSigungu=",2021.01.01 , 2021.12.31,농림축산식품부 2021.01.01 ~ 2021.12.31,"미래세대의 건강을 위해 임산부에게 건강한 친환경농산물을 공급하여 국민건강, 환경보전, 지역경제활성화 등 사회적 가치 제고","친환경농산물 공급을 원하는 임산부(임신부, 산모)에게 친환경농산물을 꾸러미 형태로 공급(12개월, 48만원)"
내역사업 임산부 친환경농산물 지원 사업,"https://www.gosims.go.kr/hh/hh001/retrieveDtlbzDetail.do?bsnsyear=2021&viewDtlbzId=202008922730306A0004&menuId=USRM_10139&pageDiv=Search&query=%EC%B6%9C%EC%82%B0&startCount=10&sort=RANK&collection=bsns&range=A&startDate=1970.01.01&endDate=2023.04.19&reQuery=2&realQuery=%EC%B6%9C%EC%82%B0&pssrp_sort=RANK&bsns_sort=BSNS_SE/ASC,RANK&faq_sort=RANK&menual_sort=RANK&etc_sort=RANK&tarAll=&tarTitle=&tarContents=&registDdCnFo=1970.01.01&registDdCnTo=2023.04.19&rTotalCount=3037&mainTotalCount=58&detailTotalCount=2979&bsnsBegin=&bsnsEnd=&bsnsTerm=&bsnsSe=&backBtnText=%EC%9D%B4%EC%A0%84%EC%9C%BC%EB%A1%9C&backBtnFnc=f_go_seachWise&selectYear=2021&selSido=&selSigungu=",2021.01.01 , 2021.12.31,농림축산식품부 2021.01.01 ~ 2021.12.31,"미래세대의 건강을 위해 임산부에게 건강한 친환경농산물을 공급하여 국민건강, 환경보전, 지역경제 활성화 등 사회적 가치 제고","친환경농산물 공급을 원하는 임산부(임신부,산모)에게 친환경농산물을 꾸러미 형태로 공급(연48만원)"
내역사업 임산부 친환경농산물 지원 시범사업,"https://www.gosims.go.kr/hh/hh001/retrieveDtlbzDetail.do?bsnsyear=2021&viewDtlbzId=202008922730306A0001&menuId=USRM_10139&pageDiv=Search&query=%EC%B6%9C%EC%82%B0&startCount=10&sort=RANK&collection=bsns&range=A&startDate=1970.01.01&endDate=2023.04.19&reQuery=2&realQuery=%EC%B6%9C%EC%82%B0&pssrp_sort=RANK&bsns_sort=BSNS_SE/ASC,RANK&faq_sort=RANK&menual_sort=RANK&etc_sort=RANK&tarAll=&tarTitle=&tarContents=&registDdCnFo=1970.01.01&registDdCnTo=2023.04.19&rTotalCount=3037&mainTotalCount=58&detailTotalCount=2979&bsnsBegin=&bsnsEnd=&bsnsTerm=&bsnsSe=&backBtnText=%EC%9D%B4%EC%A0%84%EC%9C%BC%EB%A1%9C&backBtnFnc=f_go_seachWise&selectYear=2021&selSido=&selSigungu=",2021.01.01 , 2021.12.31,농림축산식품부 2021.01.01 ~ 2021.12.31,미래세대의 건강과 직결되는 임산부에게 친환경농산물을 우선 공급하여 건강한 삶 추구,"친환경농산물 공급을 원하는 임산부(임신부, 산모)에게 친환경농산물을 꾸러미 형태로 월 2회 공급(12개월, 48만원)"
내역사업 다문화가족 특성화사업,"https://www.gosims.go.kr/hh/hh001/retrieveDtlbzDetail.do?bsnsyear=2021&viewDtlbzId=202107623560432D0003&menuId=USRM_10139&pageDiv=Search&query=%EC%B6%9C%EC%82%B0&startCount=10&sort=RANK&collection=bsns&range=A&startDate=1970.01.01&endDate=2023.04.19&reQuery=2&realQuery=%EC%B6%9C%EC%82%B0&pssrp_sort=RANK&bsns_sort=BSNS_SE/ASC,RANK&faq_sort=RANK&menual_sort=RANK&etc_sort=RANK&tarAll=&tarTitle=&tarContents=&registDdCnFo=1970.01.01&registDdCnTo=2023.04.19&rTotalCount=3037&mainTotalCount=58&detailTotalCount=2979&bsnsBegin=&bsnsEnd=&bsnsTerm=&bsnsSe=&backBtnText=%EC%9D%B4%EC%A0%84%EC%9C%BC%EB%A1%9C&backBtnFnc=f_go_seachWise&selectYear=2021&selSido=&selSigungu=",2021.01.01 , 2021.12.31,여성가족부 2021.01.01 ~ 2021.12.31,"○ 다문화가족 지원 - 결혼이민자, 중도입국 자녀 등 다문화가족이 한국의 일상생활과 사회생활에 적응할수 있도록 지원","방문교육, 언어발달지원, 통번역 서비스 등 - 지리적 여건 등으로 센터 이용이 어려운 다문화가족을 대상으로 자녀양육 및 자녀생활 지원, 한국어 교육 등 맞춤형 서비스 제공 - 다문화가족 자녀의 언어발달 상태를 평가하고, 의사소통에 어려움을 가진 아동에게 언어교육 실시하고, 다문화부모를 대상으로 교육 방법을 제공함으로써 아동의 언어발달 촉진 도모 - 한..."
내역사업 기저귀 및 조제분유 지원,"https://www.gosims.go.kr/hh/hh001/retrieveDtlbzDetail.do?bsnsyear=2021&viewDtlbzId=201407525330305A0001&menuId=USRM_10139&pageDiv=Search&query=%EC%B6%9C%EC%82%B0&startCount=10&sort=RANK&collection=bsns&range=A&startDate=1970.01.01&endDate=2023.04.19&reQuery=2&realQuery=%EC%B6%9C%EC%82%B0&pssrp_sort=RANK&bsns_sort=BSNS_SE/ASC,RANK&faq_sort=RANK&menual_sort=RANK&etc_sort=RANK&tarAll=&tarTitle=&tarContents=&registDdCnFo=1970.01.01&registDdCnTo=2023.04.19&rTotalCount=3037&mainTotalCount=58&detailTotalCount=2979&bsnsBegin=&bsnsEnd=&bsnsTerm=&bsnsSe=&backBtnText=%EC%9D%B4%EC%A0%84%EC%9C%BC%EB%A1%9C&backBtnFnc=f_go_seachWise&selectYear=2021&selSido=&selSigungu=",2021.01.01 , 2021.12.31,보건복지부 2021.01.01 ~ 2021.12.31,저소득층 영아 가정의 육아 필수재인 기저귀 및 조제분유 지원을 통한 경제적 부담 경감,"(기저귀, 조제분유, 영아, 바우처, 국민행복카드) 기저귀(월 64천원) · 조제분유(월 86천원) 구매비용을 국민행복카드에 바우처 포인트로 지원"
내역사업 지자체 사업비 지원,"https://www.gosims.go.kr/hh/hh001/retrieveDtlbzDetail.do?bsnsyear=2021&viewDtlbzId=201807525390300A0003&menuId=USRM_10139&pageDiv=Search&query=%EC%B6%9C%EC%82%B0&startCount=10&sort=RANK&collection=bsns&range=A&startDate=1970.01.01&endDate=2023.04.19&reQuery=2&realQuery=%EC%B6%9C%EC%82%B0&pssrp_sort=RANK&bsns_sort=BSNS_SE/ASC,RANK&faq_sort=RANK&menual_sort=RANK&etc_sort=RANK&tarAll=&tarTitle=&tarContents=&registDdCnFo=1970.01.01&registDdCnTo=2023.04.19&rTotalCount=3037&mainTotalCount=58&detailTotalCount=2979&bsnsBegin=&bsnsEnd=&bsnsTerm=&bsnsSe=&backBtnText=%EC%9D%B4%EC%A0%84%EC%9C%BC%EB%A1%9C&backBtnFnc=f_go_seachWise&selectYear=2021&selSido=&selSigungu=",2021.01.01 , 2021.12.31,보건복지부 2021.01.01 ~ 2021.12.31,아동양육에 대한 경제적 부담을 완화하고 아동의 건강한 성장여건을 조성함으로써 저출산 극복에 기여,0세~5세아동에 월 10만원 아동수당 지급
내역사업 아동수당급여지급,"https://www.gosims.go.kr/hh/hh001/retrieveDtlbzDetail.do?bsnsyear=2021&viewDtlbzId=201807525390300A0001&menuId=USRM_10139&pageDiv=Search&query=%EC%B6%9C%EC%82%B0&startCount=10&sort=RANK&collection=bsns&range=A&startDate=1970.01.01&endDate=2023.04.19&reQuery=2&realQuery=%EC%B6%9C%EC%82%B0&pssrp_sort=RANK&bsns_sort=BSNS_SE/ASC,RANK&faq_sort=RANK&menual_sort=RANK&etc_sort=RANK&tarAll=&tarTitle=&tarContents=&registDdCnFo=1970.01.01&registDdCnTo=2023.04.19&rTotalCount=3037&mainTotalCount=58&detailTotalCount=2979&bsnsBegin=&bsnsEnd=&bsnsTerm=&bsnsSe=&backBtnText=%EC%9D%B4%EC%A0%84%EC%9C%BC%EB%A1%9C&backBtnFnc=f_go_seachWise&selectYear=2021&selSido=&selSigungu=",2021.01.01 , 2021.12.31,보건복지부 2021.01.01 ~ 2021.12.31,아동양육에대한 경제적 부담을 완화하고 아동의 건강한 성장여건을 조섬함으로써 저출산 극복에 기여,0세~6세아동에게 월 10만원 수당 지급
내역사업 표준모자보건수첩 제작,"https://www.gosims.go.kr/hh/hh001/retrieveDtlbzDetail.do?bsnsyear=2021&viewDtlbzId=201407525350302A0004&menuId=USRM_10139&pageDiv=Search&query=%EC%B6%9C%EC%82%B0&startCount=10&sort=RANK&collection=bsns&range=A&startDate=1970.01.01&endDate=2023.04.19&reQuery=2&realQuery=%EC%B6%9C%EC%82%B0&pssrp_sort=RANK&bsns_sort=BSNS_SE/ASC,RANK&faq_sort=RANK&menual_sort=RANK&etc_sort=RANK&tarAll=&tarTitle=&tarContents=&registDdCnFo=1970.01.01&registDdCnTo=2023.04.19&rTotalCount=3037&mainTotalCount=58&detailTotalCount=2979&bsnsBegin=&bsnsEnd=&bsnsTerm=&bsnsSe=&backBtnText=%EC%9D%B4%EC%A0%84%EC%9C%BC%EB%A1%9C&backBtnFnc=f_go_seachWise&selectYear=2021&selSido=&selSigungu=",2021.01.01 , 2021.12.31,보건복지부 2021.01.01 ~ 2021.12.31,임신부터 영유아기까지 예방접종·검진 등 의료기록 유지 및 양육등에 필요한 정보를 활용함으로써 모성과 영유아의 건강증진 도모,"(모자보건, 임산부, 수첩, 건강상태) 태아의 발육과 모체의 변화, 임신주수별 산전검사 시행시기, 출산후 임산부의 건강상태 및 퇴원시 아기의 건강상태 등을 수록 수첩제작 . 배부"
내역사업 임산부의 날 홍보 및 캠페인,"https://www.gosims.go.kr/hh/hh001/retrieveDtlbzDetail.do?bsnsyear=2021&viewDtlbzId=201407525350302A0002&menuId=USRM_10139&pageDiv=Search&query=%EC%B6%9C%EC%82%B0&startCount=20&sort=RANK&collection=bsns&range=A&startDate=1970.01.01&endDate=2023.04.19&reQuery=2&realQuery=%EC%B6%9C%EC%82%B0&pssrp_sort=RANK&bsns_sort=BSNS_SE/ASC,RANK&faq_sort=RANK&menual_sort=RANK&etc_sort=RANK&tarAll=&tarTitle=&tarContents=&registDdCnFo=1970.01.01&registDdCnTo=2023.04.19&rTotalCount=3037&mainTotalCount=58&detailTotalCount=2979&bsnsBegin=&bsnsEnd=&bsnsTerm=&bsnsSe=&backBtnText=%EC%9D%B4%EC%A0%84%EC%9C%BC%EB%A1%9C&backBtnFnc=f_go_seachWise&selectYear=2021&selSido=&selSigungu=",2021.01.01 , 2021.12.31,보건복지부 2021.01.01 ~ 2021.12.31,임신․출산 친화적인 환경 조성을 위한 사회의 참여 분위기 확산,"(임산부, 배려, 홍보) - 출산율 제고 방안의 일환으로 임산부배려 문화 정착을 위한 홍보물 제작·배포 - 임신과 출산의 중요성 고취 및 초기 임신부 등의 배려를 위한 대국민 인식개선 홍보 및 캠페인 실시"
내역사업 고위험 임산부 의료비 지원,"https://www.gosims.go.kr/hh/hh001/retrieveDtlbzDetail.do?bsnsyear=2021&viewDtlbzId=201407525350302A0007&menuId=USRM_10139&pageDiv=Search&query=%EC%B6%9C%EC%82%B0&startCount=20&sort=RANK&collection=bsns&range=A&startDate=1970.01.01&endDate=2023.04.19&reQuery=2&realQuery=%EC%B6%9C%EC%82%B0&pssrp_sort=RANK&bsns_sort=BSNS_SE/ASC,RANK&faq_sort=RANK&menual_sort=RANK&etc_sort=RANK&tarAll=&tarTitle=&tarContents=&registDdCnFo=1970.01.01&registDdCnTo=2023.04.19&rTotalCount=3037&mainTotalCount=58&detailTotalCount=2979&bsnsBegin=&bsnsEnd=&bsnsTerm=&bsnsSe=&backBtnText=%EC%9D%B4%EC%A0%84%EC%9C%BC%EB%A1%9C&backBtnFnc=f_go_seachWise&selectYear=2021&selSido=&selSigungu=",2021.01.01 , 2021.12.31,보건복지부 2021.01.01 ~ 2021.12.31,고위험 임산부의 적정 치료·관리에 필요한 진료비 지원으로 경제적 부담 경감을 통한 건강한 출산 지원 및 모자건강 보장,"입원치료비의 급여 중 전액본인부담금 및 비급여 진료비의 90% 지원(상급병실입원료 및 환자특식 제외, 1인당 300만원 한도)"
