url,title,startdate,enddate,org,subtitle,subcontents
내역사업 항바이러스 약물평가 거점실험실 운영,https://www.gosims.go.kr/hh/hh001/retrieveDtlbzDetail.do?bsnsyear=2023&viewDtlbzId=202212048610325A0002&menuId=USRM_10139&pageDiv=Search&query=%EC%B6%9C%EC%82%B0&startCount=10&sort=RANK&collection=bsns&range=A&startDate=1970.01.01&endDate=2023.04.25&reQuery=2&realQuery=%EC%B6%9C%EC%82%B0&pssrp_sort=RANK&bsns_sort=BSNS_SE/ASC RANK&faq_sort=RANK&menual_sort=RANK&etc_sort=RANK&tarAll=&tarTitle=&tarContents=&registDdCnFo=1970.01.01&registDdCnTo=2023.04.25&rTotalCount=1625&mainTotalCount=30&detailTotalCount=1595&bsnsBegin=&bsnsEnd=&bsnsTerm=&bsnsSe=&backBtnText=%EC%9D%B4%EC%A0%84%EC%9C%BC%EB%A1%9C&backBtnFnc=f_go_seachWise&selectYear=2023&selSido=&selSigungu=,2023.01.01 , 2024.12.31,질병관리청 2023.01.01 ~ 2024.12.31,바이러스제 효능 약물 스크리닝 시스템 구축 및 운영  세포 수준 및 실험동물을 이용한 항바이러스제효능평가 지원,항바이러스 효능약물 스크리닝  세포수준에서의 항바이러스제 효능평가  실험동물을 이용한 항바이러스제 효능 평가
내역사업 집단상담프로그램운영(민간새일센터),https://www.gosims.go.kr/hh/hh001/retrieveDtlbzDetail.do?bsnsyear=2023&viewDtlbzId=202001910700301A0004&menuId=USRM_10139&pageDiv=Search&query=%EC%B6%9C%EC%82%B0&startCount=10&sort=RANK&collection=bsns&range=A&startDate=1970.01.01&endDate=2023.04.25&reQuery=2&realQuery=%EC%B6%9C%EC%82%B0&pssrp_sort=RANK&bsns_sort=BSNS_SE/ASC RANK&faq_sort=RANK&menual_sort=RANK&etc_sort=RANK&tarAll=&tarTitle=&tarContents=&registDdCnFo=1970.01.01&registDdCnTo=2023.04.25&rTotalCount=1625&mainTotalCount=30&detailTotalCount=1595&bsnsBegin=&bsnsEnd=&bsnsTerm=&bsnsSe=&backBtnText=%EC%9D%B4%EC%A0%84%EC%9C%BC%EB%A1%9C&backBtnFnc=f_go_seachWise&selectYear=2023&selSido=&selSigungu=,2023.01.01 , 2023.12.31,고용노동부 2023.01.01 ~ 2023.12.31,경력단절여성 대상 맞춤형 취업지원서비스제공(고용센터주관),혼인  임심  출산  육아 등으로 경력이 단절된 여성에게 새일센터를 통해 종합적인 취업지원서비스 제공
내역사업 집단상담프로그램운영(자치단체새일센터),https://www.gosims.go.kr/hh/hh001/retrieveDtlbzDetail.do?bsnsyear=2023&viewDtlbzId=202001910700301A0003&menuId=USRM_10139&pageDiv=Search&query=%EC%B6%9C%EC%82%B0&startCount=10&sort=RANK&collection=bsns&range=A&startDate=1970.01.01&endDate=2023.04.25&reQuery=2&realQuery=%EC%B6%9C%EC%82%B0&pssrp_sort=RANK&bsns_sort=BSNS_SE/ASC RANK&faq_sort=RANK&menual_sort=RANK&etc_sort=RANK&tarAll=&tarTitle=&tarContents=&registDdCnFo=1970.01.01&registDdCnTo=2023.04.25&rTotalCount=1625&mainTotalCount=30&detailTotalCount=1595&bsnsBegin=&bsnsEnd=&bsnsTerm=&bsnsSe=&backBtnText=%EC%9D%B4%EC%A0%84%EC%9C%BC%EB%A1%9C&backBtnFnc=f_go_seachWise&selectYear=2023&selSido=&selSigungu=,2023.01.01 , 2023.12.31,고용노동부 2023.01.01 ~ 2023.12.31,경력단절여성에 대한 맞춤형 취업서비스를 제공하여 재취업 의욕 고취 및 경제활동 참여 촉진(자친단체주관),임신 출산 육아 등으로 경력이 단절된 여성에게 여성새로일하기 센터 집단상담프로그램 운영을 통해 재취업의지를 제고하고 훈련 인턴십 등 후속 취업지원서비스 연계를 종합적으로 지원
내역사업 인구교육 인프라 확대,https://www.gosims.go.kr/hh/hh001/retrieveDtlbzDetail.do?bsnsyear=2023&viewDtlbzId=201307525330300C0012&menuId=USRM_10139&pageDiv=Search&query=%EC%B6%9C%EC%82%B0&startCount=10&sort=RANK&collection=bsns&range=A&startDate=1970.01.01&endDate=2023.04.25&reQuery=2&realQuery=%EC%B6%9C%EC%82%B0&pssrp_sort=RANK&bsns_sort=BSNS_SE/ASC RANK&faq_sort=RANK&menual_sort=RANK&etc_sort=RANK&tarAll=&tarTitle=&tarContents=&registDdCnFo=1970.01.01&registDdCnTo=2023.04.25&rTotalCount=1625&mainTotalCount=30&detailTotalCount=1595&bsnsBegin=&bsnsEnd=&bsnsTerm=&bsnsSe=&backBtnText=%EC%9D%B4%EC%A0%84%EC%9C%BC%EB%A1%9C&backBtnFnc=f_go_seachWise&selectYear=2023&selSido=&selSigungu=,2023.01.01 , 2023.12.31,보건복지부 2023.01.01 ~ 2023.12.31,인구교육 인프라 확산을 통해 결혼  출산  양육 및 가족생활에 대한 합리적 가치관 형성 지원,사회인구교육콘텐츠개발 및 전문인력 양성  학교인구교육교재개발  인구교육 인프라 조성 등
내역사업 사회인구교육 지원,https://www.gosims.go.kr/hh/hh001/retrieveDtlbzDetail.do?bsnsyear=2023&viewDtlbzId=201307525330300C0011&menuId=USRM_10139&pageDiv=Search&query=%EC%B6%9C%EC%82%B0&startCount=10&sort=RANK&collection=bsns&range=A&startDate=1970.01.01&endDate=2023.04.25&reQuery=2&realQuery=%EC%B6%9C%EC%82%B0&pssrp_sort=RANK&bsns_sort=BSNS_SE/ASC RANK&faq_sort=RANK&menual_sort=RANK&etc_sort=RANK&tarAll=&tarTitle=&tarContents=&registDdCnFo=1970.01.01&registDdCnTo=2023.04.25&rTotalCount=1625&mainTotalCount=30&detailTotalCount=1595&bsnsBegin=&bsnsEnd=&bsnsTerm=&bsnsSe=&backBtnText=%EC%9D%B4%EC%A0%84%EC%9C%BC%EB%A1%9C&backBtnFnc=f_go_seachWise&selectYear=2023&selSido=&selSigungu=,2023.01.01 , 2023.12.31,보건복지부 2023.01.01 ~ 2023.12.31,군장병  지역주민 등 일반국민 대상 사회인구교육을 통해 결혼  출산  양육 및 가족생활에 대한 합리적인 가치관 형성 지원,군 공공기관  직장인  신혼(예비)부부  노인  종교인 등 다양한 계층을 대상으로 찾아가는 인구교육 등 추진
내역사업 학교인구교육 지원,https://www.gosims.go.kr/hh/hh001/retrieveDtlbzDetail.do?bsnsyear=2023&viewDtlbzId=201307525330300C0010&menuId=USRM_10139&pageDiv=Search&query=%EC%B6%9C%EC%82%B0&startCount=10&sort=RANK&collection=bsns&range=A&startDate=1970.01.01&endDate=2023.04.25&reQuery=2&realQuery=%EC%B6%9C%EC%82%B0&pssrp_sort=RANK&bsns_sort=BSNS_SE/ASC RANK&faq_sort=RANK&menual_sort=RANK&etc_sort=RANK&tarAll=&tarTitle=&tarContents=&registDdCnFo=1970.01.01&registDdCnTo=2023.04.25&rTotalCount=1625&mainTotalCount=30&detailTotalCount=1595&bsnsBegin=&bsnsEnd=&bsnsTerm=&bsnsSe=&backBtnText=%EC%9D%B4%EC%A0%84%EC%9C%BC%EB%A1%9C&backBtnFnc=f_go_seachWise&selectYear=2023&selSido=&selSigungu=,2023.01.01 , 2023.12.31,보건복지부 2023.01.01 ~ 2023.12.31,초중고등학생  교사 등 대상 학교인구교육 지원을 통해 결혼  출산  양육 및 가족생활에 대한 합리적인 가치관 형성 지원,인구교육 연구선도학교 운영  대학 인구교육 강좌개설 지원  교사 인구교육 수업경진대회 개최 등
내역사업 고령화 대비 자립지원 지자체 기반구축,https://www.gosims.go.kr/hh/hh001/retrieveDtlbzDetail.do?bsnsyear=2023&viewDtlbzId=201307525370300C0008&menuId=USRM_10139&pageDiv=Search&query=%EC%B6%9C%EC%82%B0&startCount=10&sort=RANK&collection=bsns&range=A&startDate=1970.01.01&endDate=2023.04.25&reQuery=2&realQuery=%EC%B6%9C%EC%82%B0&pssrp_sort=RANK&bsns_sort=BSNS_SE/ASC RANK&faq_sort=RANK&menual_sort=RANK&etc_sort=RANK&tarAll=&tarTitle=&tarContents=&registDdCnFo=1970.01.01&registDdCnTo=2023.04.25&rTotalCount=1625&mainTotalCount=30&detailTotalCount=1595&bsnsBegin=&bsnsEnd=&bsnsTerm=&bsnsSe=&backBtnText=%EC%9D%B4%EC%A0%84%EC%9C%BC%EB%A1%9C&backBtnFnc=f_go_seachWise&selectYear=2023&selSido=&selSigungu=,2023.01.01 , 2023.12.31,보건복지부 2023.01.01 ~ 2023.12.31,노후준비서비스를 희망하는 전국민을 대상으로 노후준비교육 등을 실시하여 고령사회에 선제적으로 대응,국민의 노후준비 지원을 위하여 재무·건강·여가·대인관계 분야별로 진단  상담  교육 등 서비스 제공
내역사업 표준모자보건수첩 제작,https://www.gosims.go.kr/hh/hh001/retrieveDtlbzDetail.do?bsnsyear=2023&viewDtlbzId=201407525350302A0004&menuId=USRM_10139&pageDiv=Search&query=%EC%B6%9C%EC%82%B0&startCount=10&sort=RANK&collection=bsns&range=A&startDate=1970.01.01&endDate=2023.04.25&reQuery=2&realQuery=%EC%B6%9C%EC%82%B0&pssrp_sort=RANK&bsns_sort=BSNS_SE/ASC RANK&faq_sort=RANK&menual_sort=RANK&etc_sort=RANK&tarAll=&tarTitle=&tarContents=&registDdCnFo=1970.01.01&registDdCnTo=2023.04.25&rTotalCount=1625&mainTotalCount=30&detailTotalCount=1595&bsnsBegin=&bsnsEnd=&bsnsTerm=&bsnsSe=&backBtnText=%EC%9D%B4%EC%A0%84%EC%9C%BC%EB%A1%9C&backBtnFnc=f_go_seachWise&selectYear=2023&selSido=&selSigungu=,2023.01.01 , 2023.12.31,보건복지부 2023.01.01 ~ 2023.12.31,임신부터 영유아기까지 예방접종·검진 등 의료기록 유지 및 양육등에 필요한 정보를 활용함으로써 모성과 영유아의 건강증진 도모,(모자보건  임산부  수첩  건강상태) 태아의 발육과 모체의 변화  임신주수별 산전검사 시행시기  출산후 임산부의 건강상태 및 퇴원시 아기의 건강상태 등을 수록 수첩제작 . 배부
내역사업 임산부의 날 홍보 및 캠페인,https://www.gosims.go.kr/hh/hh001/retrieveDtlbzDetail.do?bsnsyear=2023&viewDtlbzId=201407525350302A0002&menuId=USRM_10139&pageDiv=Search&query=%EC%B6%9C%EC%82%B0&startCount=10&sort=RANK&collection=bsns&range=A&startDate=1970.01.01&endDate=2023.04.25&reQuery=2&realQuery=%EC%B6%9C%EC%82%B0&pssrp_sort=RANK&bsns_sort=BSNS_SE/ASC RANK&faq_sort=RANK&menual_sort=RANK&etc_sort=RANK&tarAll=&tarTitle=&tarContents=&registDdCnFo=1970.01.01&registDdCnTo=2023.04.25&rTotalCount=1625&mainTotalCount=30&detailTotalCount=1595&bsnsBegin=&bsnsEnd=&bsnsTerm=&bsnsSe=&backBtnText=%EC%9D%B4%EC%A0%84%EC%9C%BC%EB%A1%9C&backBtnFnc=f_go_seachWise&selectYear=2023&selSido=&selSigungu=,2023.01.01 , 2023.12.31,보건복지부 2023.01.01 ~ 2023.12.31,임신․출산 친화적인 환경 조성을 위한 사회의 참여 분위기 확산,(임산부  배려  홍보) - 출산율 제고 방안의 일환으로 임산부배려 문화 정착을 위한 홍보물 제작·배포 - 임신과 출산의 중요성 고취 및 초기 임신부 등의 배려를 위한 대국민 인식개선 홍보 및 캠페인 실시
내역사업 모자보건사업 보조인력비,https://www.gosims.go.kr/hh/hh001/retrieveDtlbzDetail.do?bsnsyear=2023&viewDtlbzId=201407525350302A0008&menuId=USRM_10139&pageDiv=Search&query=%EC%B6%9C%EC%82%B0&startCount=10&sort=RANK&collection=bsns&range=A&startDate=1970.01.01&endDate=2023.04.25&reQuery=2&realQuery=%EC%B6%9C%EC%82%B0&pssrp_sort=RANK&bsns_sort=BSNS_SE/ASC RANK&faq_sort=RANK&menual_sort=RANK&etc_sort=RANK&tarAll=&tarTitle=&tarContents=&registDdCnFo=1970.01.01&registDdCnTo=2023.04.25&rTotalCount=1625&mainTotalCount=30&detailTotalCount=1595&bsnsBegin=&bsnsEnd=&bsnsTerm=&bsnsSe=&backBtnText=%EC%9D%B4%EC%A0%84%EC%9C%BC%EB%A1%9C&backBtnFnc=f_go_seachWise&selectYear=2023&selSido=&selSigungu=,2023.01.01 , 2023.12.31,보건복지부 2023.01.01 ~ 2023.12.31,각 보건소에서 추진중인 모자보건사업('17. 총 8개)의 원활한 사업수행을 위한 보조인력 지원,건강한 임신출산 지원 및 출산장려지원제도 신설 등 모자보건사업의 증가로 각 보건소 사업인력 보조
내역사업 고위험 임산부 의료비 지원,https://www.gosims.go.kr/hh/hh001/retrieveDtlbzDetail.do?bsnsyear=2023&viewDtlbzId=201407525350302A0007&menuId=USRM_10139&pageDiv=Search&query=%EC%B6%9C%EC%82%B0&startCount=20&sort=RANK&collection=bsns&range=A&startDate=1970.01.01&endDate=2023.04.25&reQuery=2&realQuery=%EC%B6%9C%EC%82%B0&pssrp_sort=RANK&bsns_sort=BSNS_SE/ASC RANK&faq_sort=RANK&menual_sort=RANK&etc_sort=RANK&tarAll=&tarTitle=&tarContents=&registDdCnFo=1970.01.01&registDdCnTo=2023.04.25&rTotalCount=1625&mainTotalCount=30&detailTotalCount=1595&bsnsBegin=&bsnsEnd=&bsnsTerm=&bsnsSe=&backBtnText=%EC%9D%B4%EC%A0%84%EC%9C%BC%EB%A1%9C&backBtnFnc=f_go_seachWise&selectYear=2023&selSido=&selSigungu=,2023.01.01 , 2023.12.31,보건복지부 2023.01.01 ~ 2023.12.31,고위험 임산부의 적정 치료·관리에 필요한 진료비 지원으로 경제적 부담 경감을 통한 건강한 출산 지원 및 모자건강 보장,입원치료비의 급여 중 전액본인부담금 및 비급여 진료비의 90% 지원(상급병실입원료 및 환자특식 제외  1인당 300만원 한도)
