subway_name,station_name,elevator,escalator,horizontal_walker,wheelchair_lift,Movable_safety_footrest,electric_wheelchair_rapid_charger,Disabled_toilets,voice_guides,sign_language_video_cellphone,주소,구별,lat,lng,total
2,이대역,3,4,0,0,1,1,1,19,0,서울 마포구 염리동 8-85,마포구,37.556814718869,126.94642954546576,29
2,아현역,4,2,0,0,1,1,1,2,0,서울 마포구 아현동 354-23,마포구,37.55740617797663,126.95614644008904,11
2,충정로역,2,4,0,0,1,1,1,0,0,서울 서대문구 충정로3가 319-1,서대문구,37.55976328822766,126.96449207476172,9
2,신설동역,2,0,0,6,1,0,1,17,0,서울 동대문구 신설동 76-5,동대문구,37.5760299683175,127.024456700382,27
2,용두역,4,12,0,0,1,0,4,19,0,서울 동대문구 용두동 47-1,동대문구,37.5740621283646,127.038275698211,40
2,신답역,2,0,0,0,1,0,1,0,0,서울 성동구 용답동 129-2,성동구,37.5698386846442,127.047080117369,4
2,용답역,0,0,0,2,1,0,1,0,0,서울 성동구 용답동 127,성동구,37.56212277676276,127.05088954367504,4
2,도림천역,2,0,0,0,1,0,1,0,0,서울 구로구 신도림동 323-16,구로구,37.5145080414761,126.882649092584,4
2,양천구청역,3,2,0,0,1,0,1,14,0,서울 양천구 신정동 276-7,양천구,37.5123888716808,126.865722369229,21
2,신정네거리역,3,4,0,1,1,0,1,0,0,서울 양천구 신정동 1231,양천구,37.5202231231721,126.852889567642,10
3,지축역,1,0,0,0,1,0,0,0,0,경기 고양시 덕양구 지축동 818-64,고양시,37.6481486423031,126.913854269202,2
3,구파발역,2,4,0,0,1,0,1,3,0,서울 은평구 진관동 67-26,은평구,37.6364357889145,126.918852820009,11
3,연신내역,1,4,0,0,1,0,1,22,0,서울 은평구 갈현동 397,은평구,37.6192032466353,126.921100704496,29
3,불광역,3,2,0,0,1,1,1,28,0,서울 은평구 대조동 13-10,은평구,37.6100477979795,126.930315826401,36
3,녹번역,3,2,0,0,1,0,1,21,0,서울 은평구 녹번동 55,은평구,37.6008067681825,126.935828008217,28
3,홍제역,3,0,0,0,1,0,1,24,0,서울 서대문구 홍제동 161-1,서대문구,37.5887953806088,126.944158007985,29
3,무악재역,3,0,0,0,1,1,1,0,0,서울 서대문구 홍제동 26-1,서대문구,37.5825632263526,126.950230954136,6
3,독립문역,2,6,0,0,1,1,1,19,0,서울 서대문구 현저동 101,서대문구,37.57446627898665,126.95791371132584,30
3,경복궁역,2,10,0,0,1,0,1,37,0,서울 종로구 적선동 81-1,종로구,37.5758061234865,126.973691352767,51
3,안국역,2,10,0,0,1,1,1,0,0,서울 종로구 안국동 73-1,종로구,37.57650192060523,126.9854214322866,15
3,종로3가역,2,6,2,0,1,0,2,41,1,서울 종로구 종로3가 10-5,종로구,37.570420844523,126.992153252476,55
3,을지로3가역,2,2,0,0,1,0,1,39,0,서울 중구 을지로3가 347-3,중구,37.56629149790628,126.99098443539428,45
3,충무로역,0,0,0,0,1,0,0,3,0,서울 중구 필동2가 16-2,중구,37.5613965840169,126.994150735779,4
3,동대입구역,3,4,0,0,1,0,1,0,0,서울 중구 장충동2가 199-3,중구,37.55905581925076,127.00531600900922,9
3,약수역,2,2,0,0,1,0,1,1,0,서울 중구 신당동 369-44,중구,37.5545053994984,127.010891666957,7
3,금호역,3,4,0,0,1,0,1,0,0,서울 성동구 금호동4가 1470,성동구,37.548260922874086,127.01582916945284,9
3,옥수역,3,4,0,0,1,1,2,1,0,서울 성동구 옥수동 168-1,성동구,37.5415662783673,127.017393782846,12
3,압구정역,4,9,0,0,1,0,1,3,0,서울 강남구 신사동 668,강남구,37.52649127416921,127.02850865895756,18
3,신사역,4,6,0,0,1,0,1,0,0,서울 강남구 신사동 667,강남구,37.51643597531432,127.02030856272764,12
3,잠원역,3,0,0,0,1,1,1,0,0,서울 서초구 잠원동 100-1,서초구,37.5128899169357,127.011419491429,6
3,고속터미널역,2,24,0,1,1,0,0,35,1,서울 서초구 반포동 19-11,서초구,37.50454885557265,127.00512100872538,64
3,교대역,2,2,0,1,1,0,1,25,1,서울 서초구 서초동 1748-4,서초구,37.4927431676548,127.013867969161,33
3,남부터미널역,3,2,0,0,1,0,1,36,0,서울 서초구 서초동 1748-30,서초구,37.4851996335293,127.01620028391,43
3,양재역,4,2,0,0,1,0,1,35,1,서울 서초구 서초동 1366-9,서초구,37.48427064954529,127.03353421731512,44
3,매봉역,3,4,0,0,1,0,1,0,0,서울 강남구 도곡동 179-2,강남구,37.4869394661317,127.046711448388,9
3,도곡역,0,8,0,0,1,0,1,0,0,서울 강남구 도곡동 339-2,강남구,37.49097398162934,127.05549883514036,10
3,대치역,2,8,0,0,1,0,1,0,0,서울 강남구 대치동 317-3,강남구,37.4944966528582,127.063203409529,12
3,학여울역,3,2,0,0,1,0,1,0,0,서울 강남구 대치동 514-3,강남구,37.4968851977644,127.071166599707,7
3,대청역,3,4,0,0,1,0,1,35,0,서울 강남구 일원동 700-9,강남구,37.49370832148055,127.07952812085006,44
3,일원역,4,6,0,0,1,0,1,0,0,서울 강남구 일원동 717,강남구,37.4839886684666,127.084129757128,12
3,수서역,4,12,0,0,1,1,1,0,0,서울 강남구 수서동 201-5,강남구,37.4852951142482,127.104469788175,19
3,가락시장역,3,22,0,0,1,1,2,30,0,서울 송파구 가락동 184-23,송파구,37.4930992522183,127.118262745146,59
3,경찰병원역,4,20,0,0,1,0,2,26,0,서울 송파구 가락동 10-15,송파구,37.4960049150853,127.124482397777,53
3,오금역,3,15,0,0,1,0,2,28,0,서울 송파구 오금동 44-2,송파구,37.5021388575469,127.127953219596,49
4,당고개역,3,4,0,0,1,0,2,0,0,서울 노원구 상계동 111,노원구,37.6702168353314,127.079066619316,10
4,상계역,1,4,0,2,1,0,1,0,0,서울 노원구 상계동 156-203,노원구,37.660720544722,127.073421632239,9
4,노원역,4,4,0,0,1,0,1,27,1,서울 노원구 상계동 602-5,노원구,37.6563403513278,127.063449137455,38
4,창동역,6,6,0,4,1,1,1,0,0,서울 도봉구 창동 135-1,도봉구,37.6533385121404,127.047644999036,19
4,쌍문역,3,6,0,0,1,1,1,26,0,서울 도봉구 창동 703-4,도봉구,37.6485426057036,127.03465609756,38
4,수유역,3,4,0,0,1,1,1,38,0,서울 강북구 수유동 140,강북구,37.63788539420793,127.02550910860452,48
4,미아역,3,6,0,0,1,0,1,32,0,서울 강북구 미아동 194-1,강북구,37.6266544891889,127.026041090189,43
4,미아사거리역,2,2,0,0,1,1,1,29,0,서울 강북구 미아동 66-1,강북구,37.61327836400571,127.03008663628454,36
4,길음역,3,3,0,0,1,0,1,34,0,서울 성북구 길음동 877-66,성북구,37.60339478231664,127.02506019737066,42
4,성신여대입구역,4,4,0,0,2,0,1,30,0,서울 성북구 동선동4가 1,성북구,37.59296812939267,127.0171260607647,41
4,한성대입구역,3,2,0,0,1,1,1,0,0,서울 성북구 삼선동1가 14,성북구,37.58842461354086,127.0060178168558,8
4,혜화역,4,4,0,0,1,1,1,0,0,서울 종로구 명륜4가 96-5,종로구,37.58204391787134,127.00194500977392,11
4,동대문역,2,10,0,0,1,1,1,40,0,서울 종로구 창신동 492-1,종로구,37.571669405802616,127.01063381083677,55
4,동대문역사문화공원역,2,6,0,0,1,1,2,31,1,서울 중구 을지로7가 112-3,중구,37.56566440553802,127.00900417014896,44
4,충무로역,4,23,0,1,1,1,1,50,1,서울 중구 필동2가 16-2,중구,37.5613965840169,126.994150735779,82
4,명동역,2,5,0,0,1,0,1,27,0,서울 중구 충무로2가 109-2,중구,37.56096526943837,126.98640235001736,36
4,회현역,2,6,0,0,1,0,1,41,0,서울 중구 남창동 64-1,중구,37.55876114587941,126.9784372569283,51
4,서울역,2,4,0,1,1,0,1,23,1,서울 용산구 동자동 43-205,용산구,37.5546788388674,126.970606917394,33
4,숙대입구역,3,0,0,0,1,1,1,37,0,서울 용산구 갈월동 16-7,용산구,37.5445952301115,126.972118127373,43
4,삼각지역,5,4,0,0,1,1,1,38,1,서울 용산구 한강로1가 228-1,용산구,37.5344393447708,126.972922951307,51
4,신용산역,4,9,0,0,1,0,1,2,0,서울 용산구 한강로2가 181,용산구,37.5292591489375,126.967965039183,17
4,이촌역,5,4,0,1,1,0,1,0,0,서울 용산구 이촌동 17-69,용산구,37.52241291408466,126.973543820854,12
4,동작역,2,0,0,0,1,1,1,26,0,서울 동작구 동작동 327-1,동작구,37.50297957674478,126.9803148383829,31
4,총신대입구역,4,4,0,0,1,1,1,29,0,서울 동작구 사당동 736-1,동작구,37.4867995957995,126.982211871752,40
4,사당역,2,7,0,1,1,1,3,31,1,서울 동작구 사당동 1129,동작구,37.47656223234824,126.98155858357366,47
4,남태령역,3,2,0,0,1,0,1,0,0,서울 서초구 방배동 2909,서초구,37.4642499558525,126.989085267707,7
5,방화역,3,6,0,0,1,1,1,10,0,서울 강서구 방화동 829-15,강서구,37.5776031994404,126.812819296675,22
5,개화산역,2,0,0,0,2,1,1,16,0,서울 강서구 방화동 846,강서구,37.5725371505293,126.806814314979,22
5,김포공항역,2,8,2,0,2,0,2,24,1,서울 강서구 방화동 886,강서구,37.56196757232288,126.80191361988808,41
5,송정역,4,4,0,0,1,0,1,17,0,서울 강서구 공항동 29-5,강서구,37.5611612387718,126.812430347154,27
5,마곡역,6,12,0,0,0,0,1,23,0,서울 강서구 마곡동 769-3,강서구,37.56022863776301,126.82469691791624,42
5,발산역,3,0,0,0,2,0,1,17,0,서울 강서구 마곡동 727-1496,강서구,37.5586777432416,126.83773640693936,23
5,우장산역,3,4,0,0,1,0,1,16,0,서울 강서구 화곡동 1089-3,강서구,37.54881618721654,126.83632627213518,25
5,화곡역,2,4,0,0,1,0,1,16,0,서울 강서구 화곡동 1089-54,강서구,37.5416507925709,126.840455026335,24
5,까치산역,2,12,0,3,0,0,1,21,0,서울 강서구 화곡동 662-5,강서구,37.5322306724471,126.846444264065,39
5,신정역,2,10,0,0,1,0,1,21,0,서울 양천구 신정동 1090,양천구,37.5250276134139,126.856097474225,35
5,목동역,3,4,0,0,1,0,1,15,0,서울 양천구 목동 926-3,양천구,37.526135115923466,126.86462527157516,24
5,오목교역,3,10,0,0,1,0,1,30,0,서울 양천구 목동 406-30,양천구,37.5245340839144,126.875307312696,45
5,양평역,3,8,0,0,1,0,1,19,0,서울 영등포구 양평동2가 33-79,영등포구,37.5255796429707,126.886419282885,32
5,영등포구청역,4,14,0,2,1,0,1,24,1,서울 영등포구 당산동3가 270-1,영등포구,37.5258305311402,126.89667739939,47
5,영등포시장역,3,8,0,0,2,0,1,22,0,서울 영등포구 영등포동5가 62-1,영등포구,37.522709383885,126.905179566968,36
5,신길역,6,9,0,0,1,0,1,21,0,서울 영등포구 신길동 41-1,영등포구,37.51678703217714,126.91836721069228,38
5,여의도역,2,4,0,0,1,0,1,26,0,서울 영등포구 여의도동 2-6,영등포구,37.5211700890445,126.92466104293,34
5,여의나루역,3,11,0,0,1,0,1,11,0,서울 영등포구 여의도동 84-4,영등포구,37.5271469489465,126.93298596744,27
5,마포역,2,10,0,0,1,0,1,14,0,서울 마포구 도화동 160,마포구,37.53955402908912,126.94586257221307,28
5,공덕역,2,11,0,0,1,1,1,24,0,서울 마포구 공덕동 423-29,마포구,37.5445416897534,126.951451177648,40
5,애오개역,5,6,0,0,1,1,1,19,0,서울 마포구 아현동 612,마포구,37.5534131497489,126.956669363197,33
5,충정로역,2,4,0,0,1,1,1,16,0,서울 서대문구 충정로3가 319-1,서대문구,37.55976328822766,126.96449207476172,25
5,서대문역,3,10,0,1,1,1,1,16,0,서울 종로구 평동 210,종로구,37.56575193662503,126.96663755850754,33
5,광화문역,2,4,0,0,1,1,1,23,0,서울 종로구 세종로 1-68,종로구,37.57164860977568,126.97642427981408,32
5,종로3가역,1,10,0,1,0,0,1,22,1,서울 종로구 종로3가 10-5,종로구,37.570420844523,126.992153252476,36
5,을지로4가역,1,11,0,0,1,0,1,20,0,서울 중구 을지로4가 267-1,중구,37.5666405038268,126.997632059113,34
5,동대문역사문화공원역,2,5,0,2,1,0,1,16,1,서울 중구 을지로7가 112-3,중구,37.56566440553802,127.00900417014896,28
5,청구역,0,0,0,0,1,0,0,7,0,서울 중구 신당동 295-2,중구,37.5602101936978,127.013943845279,8
5,신금호역,3,12,0,0,1,1,1,13,0,서울 성동구 금호동2가 223-1,성동구,37.55447619249223,127.02049316578317,31
5,행당역,3,8,0,0,1,0,1,22,0,서울 성동구 행당동 317-241,성동구,37.5573637818732,127.029511840513,35
5,왕십리역,3,8,0,0,2,0,1,21,1,서울 성동구 행당동 192,성동구,37.561268363317176,127.03710337610202,36
5,마장역,3,4,0,0,0,1,1,17,0,서울 성동구 마장동 804,성동구,37.5661389565959,127.042984855663,26
5,답십리역,4,4,0,1,1,1,1,23,0,서울 성동구 용답동 99,성동구,37.56697480965114,127.05256127651292,35
5,장한평역,3,4,0,1,0,1,1,15,0,서울 동대문구 장안동 472-3,동대문구,37.5616038910656,127.06370373106944,25
5,군자역,3,8,0,0,1,0,1,12,0,서울 광진구 능동 275-5,광진구,37.55715148883792,127.0795106156054,25
5,아차산역,3,8,0,0,1,1,1,20,0,서울 광진구 능동 256-16,광진구,37.55224917071854,127.08956495447912,34
5,광나루역,4,4,0,1,2,1,1,20,0,서울 광진구 광장동 237,광진구,37.5452991715677,127.103521464507,33
5,천호역,4,16,0,0,1,0,1,19,1,서울 강동구 천호동 455,강동구,37.5385112120297,127.12392845044,42
5,강동역,2,10,0,2,0,0,1,21,0,서울 강동구 천호동 447,강동구,37.5358819145235,127.132396300314,36
5,길동역,3,3,0,0,0,0,1,15,0,서울 강동구 길동 378,강동구,37.5378264874159,127.140021295948,22
5,굽은다리역,3,4,0,0,1,0,1,19,0,서울 강동구 명일동 345-12,강동구,37.54551759022203,127.14288387331295,28
5,명일역,3,2,0,0,2,0,1,13,0,서울 강동구 명일동 312,강동구,37.5513978958277,127.14404374474,21
5,고덕역,4,6,0,0,0,0,1,17,0,서울 강동구 고덕동 310,강동구,37.55504766830918,127.15416500963448,28
5,상일동역,4,16,0,2,0,0,1,19,0,서울 강동구 상일동 148,강동구,37.5566778757215,127.165905758209,42
5,둔촌동역,3,4,0,0,0,1,1,14,0,서울 강동구 둔촌동 416,강동구,37.52765684247226,127.13621464981398,23
5,올림픽공원역,3,4,0,0,0,1,1,17,0,서울 송파구 방이동 89-28,송파구,37.5163389870117,127.130963675401,26
5,방이역,4,2,0,0,0,0,1,17,0,서울 송파구 방이동 217-2,송파구,37.5087506251989,127.126096046986,24
5,오금역,5,7,0,0,0,0,1,18,0,서울 송파구 오금동 44-2,송파구,37.5021388575469,127.127953219596,31
5,개롱역,3,2,0,0,0,0,1,14,0,서울 송파구 가락동 165-2,송파구,37.49796827838824,127.13507959838424,20
5,거여역,3,2,0,0,1,0,1,19,0,서울 송파구 거여동 20-14,송파구,37.4933304500736,127.143773841911,26
5,마천역,2,10,0,1,0,1,1,10,0,서울 송파구 마천동 307-4,송파구,37.4950381629493,127.152859864985,25
5,강일역,8,16,0,0,0,0,2,41,0,서울 강동구 상일동 산 73,강동구,37.5574259795986,127.175680183486,67
5,미사역,4,22,0,0,0,0,2,43,0,경기 하남시 망월동 1122,하남시,37.562991348199,127.192490980441,71
5,하남풍산역,5,24,0,0,1,1,1,36,0,경기 하남시 덕풍동 727-3,하남시,37.5522898049699,127.204006631381,68
5,하남시청역,4,28,0,0,0,0,1,43,0,경기 하남시 덕풍동 405-1,하남시,37.5419775122576,127.206298162203,76
5,하남검단산역,4,20,0,0,1,0,1,37,0,경기 하남시 창우동 526,하남시,37.5398032640088,127.223219337317,63
6,응암역,2,4,0,0,1,1,1,14,0,서울 은평구 신사동 22-15,은평구,37.5984928632876,126.9155399209037,23
6,역촌역,2,6,0,0,0,1,1,13,0,서울 은평구 녹번동 153-31,은평구,37.60622745935512,126.9228437430386,23
6,불광역,3,12,0,2,1,0,1,31,0,서울 은평구 대조동 13-10,은평구,37.6100477979795,126.930315826401,50
6,독바위역,2,8,0,0,1,1,1,13,0,서울 은평구 불광동 13-33,은평구,37.6184141599944,126.933053652461,26
6,연신내역,2,6,0,0,1,1,1,5,0,서울 은평구 갈현동 397,은평구,37.6192032466353,126.921100704496,16
6,구산역,1,2,0,1,1,0,1,11,0,서울 은평구 구산동 1,은평구,37.61124669148435,126.91725947715172,17
6,새절역,2,4,0,1,0,1,1,16,0,서울 은평구 신사동 337-5,은평구,37.5908600479967,126.913580663181,25
6,증산역,3,6,0,0,0,1,1,17,0,서울 은평구 증산동 199-8,은평구,37.583746353282,126.909494991105,28
6,디지털미디어시티역,3,8,0,3,0,0,2,21,0,서울 은평구 증산동 223-25,은평구,37.57601374718818,126.90127778415636,37
6,월드컵경기장역,3,12,0,0,1,1,2,24,0,서울 마포구 성산동 420,마포구,37.5696355653344,126.899098148061,43
6,마포구청역,4,12,0,4,0,0,2,27,0,서울 마포구 성산동 592,마포구,37.5634871865932,126.903425598797,49
6,망원역,2,2,0,0,0,1,1,13,0,서울 마포구 망원동 378,마포구,37.5560826563712,126.910094329982,19
6,합정역,3,12,0,1,1,1,1,29,0,서울 마포구 서교동 393,마포구,37.54991315995173,126.91445406513526,48
6,상수역,3,10,0,0,0,0,1,13,0,서울 마포구 상수동 309-10,마포구,37.54776618366393,126.92242989321456,27
6,광흥창역,3,9,0,1,0,1,1,23,0,서울 마포구 창전동 145-17,마포구,37.54748648317645,126.93202965599583,38
6,대흥역,2,6,0,1,0,0,1,14,0,서울 마포구 대흥동 128-1,마포구,37.5476479056751,126.942473188734,24
6,공덕역,5,6,0,1,0,1,1,31,1,서울 마포구 공덕동 423-29,마포구,37.5445416897534,126.951451177648,46
6,효창공원앞역,2,6,0,1,0,0,1,12,0,서울 용산구 효창동 80,용산구,37.5393087503306,126.96139810075,22
6,삼각지역,5,4,8,2,0,0,1,19,1,서울 용산구 한강로1가 228-1,용산구,37.5344393447708,126.972922951307,40
6,녹사평역,3,13,0,0,1,0,1,17,0,서울 용산구 용산동4가 4,용산구,37.5347227952064,126.9865496751,35
6,이태원역,2,4,0,0,0,0,1,16,0,서울 용산구 이태원동 119-23,용산구,37.5345252050511,126.994333861918,23
6,한강진역,3,4,0,0,0,1,1,19,0,서울 용산구 한남동 726-494,용산구,37.5397907743775,127.001765135176,28
6,버티고개역,5,4,0,0,2,0,1,21,0,서울 중구 신당동 366-454,중구,37.5478275106099,127.006730866101,33
6,약수역,4,11,0,0,0,1,1,27,1,서울 중구 신당동 369-44,중구,37.5545053994984,127.010891666957,45
6,청구역,5,10,0,0,0,0,1,15,0,서울 중구 신당동 295-2,중구,37.5602101936978,127.013943845279,31
6,신당역,1,14,2,5,0,0,1,18,0,서울 중구 신당동 99,중구,37.5656730531732,127.019477533278,41
6,동묘앞역,2,12,0,2,0,0,1,22,0,서울 종로구 숭인동 117,종로구,37.5732166600283,127.016364227103,39
6,창신역,3,3,0,0,1,0,1,13,0,서울 종로구 창신동 20-8,종로구,37.57941474393655,127.01529688465332,21
6,보문역,1,2,0,0,0,1,1,13,0,서울 성북구 보문동1가 127-1,성북구,37.585541696968,127.020003515933,18
6,안암역,3,6,0,0,0,1,2,16,0,서울 성북구 안암동5가 146-1,성북구,37.586307417971,127.029233420248,28
6,고려대역,4,12,0,0,1,1,1,20,0,서울 성북구 종암동 29-18,성북구,37.59044191064368,127.03630828564728,39
6,월곡역,3,12,0,1,1,1,1,19,0,서울 성북구 하월곡동 35-1,성북구,37.6018044172918,127.041460725816,38
6,상월곡역,1,6,0,2,0,0,1,21,0,서울 성북구 상월곡동 26-1,성북구,37.6065588265169,127.048829192974,31
6,돌곶이역,3,4,0,0,0,1,1,18,0,서울 성북구 석관동 349-8,성북구,37.61054501416126,127.0564381246322,27
6,석계역,4,14,2,2,0,0,2,32,0,서울 노원구 월계동 36-4,노원구,37.61500552731744,127.06568946412852,56
6,태릉입구역,4,15,0,0,0,1,1,27,0,서울 노원구 공릉동 616-4,노원구,37.618459513199,127.075405300578,48
6,화랑대역,4,4,0,0,1,1,1,18,0,서울 노원구 공릉동 285-2,노원구,37.61984245540276,127.08354181123268,29
6,봉화산역,2,4,0,2,0,1,1,15,0,서울 중랑구 신내동 643-1,중랑구,37.617350836302734,127.09136011564394,25
6,신내역,1,2,0,0,0,0,1,4,0,서울 중랑구 신내동 19,중랑구,37.6124910157349,127.104271439503,8
7,장암역,2,0,0,0,0,0,2,5,0,경기 의정부시 장암동 160-8,의정부시,37.699956566426,127.052818310578,9
7,도봉산역,5,0,0,0,1,1,1,24,1,서울 도봉구 도봉동 301-5,도봉구,37.68951167833238,127.04606271663916,33
7,수락산역,1,6,0,2,1,1,1,19,0,서울 노원구 상계동 1132-9,노원구,37.6778814656816,127.055350968781,31
7,마들역,4,8,0,1,1,1,1,19,0,서울 노원구 상계동 650,노원구,37.6652017465321,127.057712619869,35
7,노원역,4,15,0,0,1,1,1,22,1,서울 노원구 상계동 602-5,노원구,37.6563403513278,127.063449137455,45
7,중계역,3,10,0,0,1,1,1,20,0,서울 노원구 중계동 503-3,노원구,37.6450921230569,127.06411035896,36
7,하계역,3,6,0,0,1,1,1,17,0,서울 노원구 하계동 273-5,노원구,37.6364765391858,127.067991278758,29
7,공릉역,3,6,0,0,2,0,1,20,0,서울 노원구 공릉동 385-4,노원구,37.6255427648558,127.073033585328,32
